@relation 'ant-weka.filters.unsupervised.attribute.Remove-V-R10,22,26-27,29,33,52,54,94,108,119,140-141,183,193,232,288,337,381,442,444,452,459,462,465,511,521,527,534,541,549,565,576,598,603,614,625,653,663,667,674,692,714,737,746,760,777,788,799,818,894,909,925-926,931,935,972,979,991,1011-1012,1014,1044,1059,1065,1082,1181,1192,1217-1218,1300,1384-1385,1533,1571,1604,1668,1774,1781,1819,1842,1853,1876,2012,2015,2022,2042,2067,2075,2119,2332,2383,2428,2433,2465,2467,2472,2498,2510,2514,2613,2833,3105,3173,3191,3561-3562,4085,4108,4292,4920,4960,4981,5307,5598,5605,5758,6341,7318,7370-7371,8003,8415,8574,9949,10164,10850,10886,13361,19572'

@attribute CountDeclClassMethod numeric
@attribute CountLineCode numeric
@attribute CountSemicolon numeric
@attribute CountStmt numeric
@attribute CountStmtExe numeric
@attribute MaxNesting numeric
@attribute Efficiency numeric
@attribute Hierarchy numeric
@attribute s23 numeric
@attribute s37 numeric
@attribute s48 numeric
@attribute s69 numeric
@attribute s70 numeric
@attribute s112 numeric
@attribute s122 numeric
@attribute s161 numeric
@attribute s217 numeric
@attribute s266 numeric
@attribute s310 numeric
@attribute s371 numeric
@attribute s373 numeric
@attribute s381 numeric
@attribute s388 numeric
@attribute s391 numeric
@attribute s394 numeric
@attribute s440 numeric
@attribute s450 numeric
@attribute s456 numeric
@attribute s463 numeric
@attribute s470 numeric
@attribute s478 numeric
@attribute s494 numeric
@attribute s505 numeric
@attribute s527 numeric
@attribute s532 numeric
@attribute s543 numeric
@attribute s554 numeric
@attribute s582 numeric
@attribute s592 numeric
@attribute s596 numeric
@attribute s603 numeric
@attribute s621 numeric
@attribute s643 numeric
@attribute s666 numeric
@attribute s675 numeric
@attribute s689 numeric
@attribute s706 numeric
@attribute s717 numeric
@attribute s728 numeric
@attribute s747 numeric
@attribute s823 numeric
@attribute s838 numeric
@attribute s854 numeric
@attribute s855 numeric
@attribute s860 numeric
@attribute s864 numeric
@attribute s901 numeric
@attribute s908 numeric
@attribute s920 numeric
@attribute s940 numeric
@attribute s941 numeric
@attribute s943 numeric
@attribute s973 numeric
@attribute s988 numeric
@attribute s994 numeric
@attribute s1011 numeric
@attribute s1110 numeric
@attribute s1121 numeric
@attribute s1146 numeric
@attribute s1147 numeric
@attribute s1229 numeric
@attribute s1313 numeric
@attribute s1314 numeric
@attribute s1462 numeric
@attribute s1500 numeric
@attribute s1533 numeric
@attribute s1597 numeric
@attribute s1703 numeric
@attribute s1710 numeric
@attribute s1748 numeric
@attribute s1771 numeric
@attribute s1782 numeric
@attribute s1805 numeric
@attribute s1941 numeric
@attribute s1944 numeric
@attribute s1951 numeric
@attribute s1971 numeric
@attribute s1996 numeric
@attribute s2004 numeric
@attribute s2048 numeric
@attribute s2261 numeric
@attribute s2312 numeric
@attribute s2357 numeric
@attribute s2362 numeric
@attribute s2394 numeric
@attribute s2396 numeric
@attribute s2401 numeric
@attribute s2427 numeric
@attribute s2439 numeric
@attribute s2443 numeric
@attribute s2542 numeric
@attribute s2762 numeric
@attribute s3034 numeric
@attribute s3102 numeric
@attribute s3120 numeric
@attribute s3490 numeric
@attribute s3491 numeric
@attribute s4014 numeric
@attribute s4037 numeric
@attribute s4221 numeric
@attribute s4849 numeric
@attribute s4889 numeric
@attribute s4910 numeric
@attribute s5236 numeric
@attribute s5527 numeric
@attribute s5534 numeric
@attribute s5687 numeric
@attribute s6270 numeric
@attribute s7247 numeric
@attribute s7299 numeric
@attribute s7300 numeric
@attribute s7932 numeric
@attribute s8344 numeric
@attribute s8503 numeric
@attribute s9878 numeric
@attribute s10093 numeric
@attribute s10779 numeric
@attribute s10815 numeric
@attribute s13290 numeric
@attribute change_prone {false,true}

@data
0,564,273,396,248,5,0.802083,0.024089,18,27,0,5,50,1,0,0,0,20,0,1,15,23,10,127,11,7,11,1,3,0,0,0,6,8,2,3,0,6,1,0,1,0,0,1,7,0,0,2,0,0,0,1,2,10,0,3,0,0,1,1,5,0,0,3,1,0,0,19,0,0,1,3,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,12,0,17,3,0,3,25,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,true
3,618,290,419,242,6,0.7552,0.014971,10,39,0,19,75,0,0,1,1,20,0,1,2,29,5,142,14,3,14,6,0,1,0,0,0,6,3,0,0,11,0,1,0,4,14,1,5,0,0,0,0,4,3,2,9,11,6,1,6,1,0,1,3,0,0,0,1,2,2,0,1,0,0,13,0,0,0,0,0,6,2,0,11,0,1,0,0,0,0,0,0,0,5,0,6,16,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,true
0,423,214,308,182,5,0.880726,0.042566,4,23,0,6,54,3,0,0,0,13,0,1,1,14,2,79,3,1,3,3,0,0,0,0,0,5,1,0,0,4,0,0,0,0,1,2,0,0,1,2,0,0,0,1,2,8,0,1,2,0,0,0,4,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,10,1,1,0,0,0,0,0,19,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,true
0,25,12,18,7,1,0.5,0.000016,4,8,0,0,9,0,0,0,0,0,0,3,1,4,0,3,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,67,31,43,23,2,0.48,0.003919,5,1,0,0,13,0,0,0,0,0,0,1,2,2,0,7,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,62,32,44,15,3,0.695,0.02953,2,2,0,0,19,0,0,0,0,0,0,1,7,4,0,15,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,432,220,306,185,5,0.804199,0.028724,11,21,0,9,59,0,3,0,2,12,0,2,2,38,9,100,11,4,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,12,0,0,3,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,false
0,104,41,68,40,4,0.683673,0.005097,5,4,0,0,10,0,0,0,0,8,0,1,0,5,1,17,2,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,40,18,27,11,1,0.5,0.003336,4,3,0,0,7,0,0,0,0,0,0,3,1,4,0,5,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,374,176,257,142,4,0.757653,0.004118,9,11,0,0,40,0,2,4,0,23,1,2,7,20,2,72,4,9,5,0,0,0,0,1,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,1,1,3,0,4,1,0,0,1,0,0,0,2,0,0,1,0,0,1,19,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,false
0,216,118,165,107,2,0.64,0.000364,5,9,1,5,13,0,0,1,0,8,0,1,0,6,1,31,1,4,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,134,59,89,41,2,0.732143,0.034719,3,6,0,0,14,1,1,0,0,11,1,3,0,3,0,27,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,199,88,132,75,4,0.54321,0.008146,6,7,0,0,24,0,0,0,0,17,0,1,0,4,0,33,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,469,210,319,204,3,0.823302,0.113871,25,31,0,2,57,4,7,0,0,21,8,5,4,9,12,56,23,10,23,0,0,1,0,0,2,1,1,1,0,2,4,0,0,9,0,4,0,0,0,6,3,0,0,1,4,3,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,3,0,1,3,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,true
0,466,196,314,163,3,0.796154,0.054772,12,31,0,3,61,0,2,0,1,51,1,4,1,13,7,83,9,2,14,3,0,0,0,5,1,5,2,0,0,2,0,0,0,11,0,2,0,0,0,0,1,2,0,10,15,9,0,2,0,0,0,1,3,0,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,true
0,123,71,95,51,3,0.622449,0.008085,2,3,0,1,20,0,0,0,0,3,2,1,6,4,0,21,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,572,256,383,223,4,0.679688,0.015966,34,43,2,3,57,7,0,0,1,45,0,2,8,17,0,131,2,16,2,0,2,5,0,1,1,5,5,0,0,1,2,0,0,2,4,2,3,0,0,0,1,6,0,0,0,3,12,1,2,1,0,0,4,0,0,2,2,0,1,13,0,0,0,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,22,1,0,6,0,0,0,0,0,0,0,9,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,true
0,45,19,29,16,2,0.5,0.000016,2,1,0,0,7,0,0,0,0,3,0,1,1,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,99,43,66,35,1,0.757813,0.030728,5,1,0,1,18,0,0,0,0,2,0,1,4,5,0,8,3,5,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,233,118,174,101,4,0.74,0.001849,19,33,0,4,26,0,7,0,0,6,0,3,0,22,0,58,1,2,1,0,0,0,0,3,0,1,2,0,0,9,2,1,0,0,0,1,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,220,117,167,82,4,0.736686,0.001752,8,11,1,5,46,0,0,0,1,8,0,1,3,9,1,64,5,2,6,0,0,0,0,1,5,0,0,0,0,4,0,0,0,3,1,0,0,0,1,0,2,0,3,0,3,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,110,46,75,34,2,0.641975,0.017761,4,11,0,0,23,0,0,0,0,2,1,1,0,3,0,17,12,2,12,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,412,197,287,170,5,0.735556,0.009734,17,19,0,3,41,1,3,1,0,6,4,1,12,14,4,91,13,6,14,0,2,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,3,0,0,0,2,0,1,2,12,2,0,6,0,1,2,2,1,0,0,1,0,0,0,8,0,0,0,5,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,2,0,1,9,0,0,1,3,1,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,true
0,18,12,15,3,1,0.8125,0.001155,3,4,1,0,6,0,0,0,0,0,0,1,0,2,0,7,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,203,102,147,82,3,0.704861,0.005546,11,18,0,0,32,2,0,0,0,13,0,2,2,4,0,37,7,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,2,1,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,true
0,62,24,39,17,2,0.444444,0.000004,5,8,0,0,19,0,0,2,0,2,0,3,0,10,0,12,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,523,250,361,212,4,0.796,0.011198,19,25,2,5,67,1,0,2,0,29,0,1,6,17,0,109,13,5,13,2,2,1,0,0,2,4,1,0,0,2,0,0,0,10,6,2,4,0,0,1,0,1,10,1,13,30,4,3,1,0,0,0,1,0,0,1,0,0,6,0,0,1,1,16,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,0,1,15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,9,5,7,2,0,0.78125,0.018341,7,6,0,0,8,0,0,0,0,0,0,3,0,4,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,214,102,149,72,4,0.783737,0.006393,8,9,0,2,28,0,0,0,0,6,0,1,2,10,7,37,8,4,8,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,3,0,2,11,2,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,180,94,126,57,4,0.578125,0.013088,10,5,0,0,33,0,0,0,0,3,3,1,0,4,0,42,2,1,2,0,0,0,0,0,6,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,89,38,59,32,1,0.611111,0.015573,5,1,0,1,13,0,0,0,0,1,0,1,1,3,0,11,2,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,104,51,69,31,4,0.798611,0.001258,3,2,1,0,11,0,0,0,0,4,0,1,5,3,1,17,4,2,4,0,5,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,104,55,76,34,3,0.694444,0.000207,3,7,1,0,21,0,0,0,0,3,0,1,0,2,0,28,3,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,95,44,61,32,3,0.469136,0.004435,8,7,0,0,18,0,0,0,0,0,0,1,2,2,0,16,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,996,493,698,448,5,0.813736,0.014106,32,63,0,17,129,3,0,1,2,43,0,7,9,67,11,238,32,16,33,6,4,0,1,0,0,10,3,0,3,26,4,0,0,21,0,3,5,0,0,0,0,0,3,4,22,24,9,9,4,0,0,1,1,0,0,0,0,2,3,0,0,0,0,15,0,5,0,0,0,15,5,2,0,3,0,0,0,0,2,0,18,0,1,0,7,18,9,0,4,3,0,64,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,true
0,76,41,55,35,2,0.484375,0.00171,4,5,0,2,9,0,0,0,0,3,0,3,0,8,1,12,2,1,2,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,123,60,85,65,2,0.484375,0.00171,6,3,0,5,8,0,0,0,0,1,1,2,0,7,0,16,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,57,33,44,30,1,0.484375,0.00171,4,4,0,2,6,0,0,0,0,1,0,3,0,6,0,8,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,196,111,149,77,4,0.78,0.028562,6,19,0,4,17,0,0,0,0,1,0,1,7,7,0,108,1,4,1,0,0,0,0,2,0,0,1,0,0,4,0,0,0,3,2,1,2,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,7,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,238,135,177,104,5,0.765625,0.001113,18,18,0,1,27,0,1,0,0,2,0,3,8,10,1,58,1,5,1,4,0,0,0,1,1,0,4,1,0,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,3,2,0,3,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,298,145,209,124,3,0.78125,0.027559,8,19,0,1,48,0,0,0,0,7,0,1,1,2,7,63,9,1,9,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,23,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,false
0,76,39,57,17,0,0.617284,0.011288,6,6,0,0,12,0,0,0,0,1,0,1,0,2,4,31,7,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,201,122,152,75,3,0.76,0.010021,4,5,0,2,6,0,0,0,0,10,0,2,8,5,1,44,2,3,2,0,2,0,1,0,0,0,0,0,3,1,8,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,6,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,8,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,88,49,66,42,2,0.71875,0.038523,6,3,0,0,10,0,0,0,0,0,0,3,5,6,0,18,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,247,116,169,95,3,0.71875,0.002953,7,25,0,0,41,0,2,0,0,8,0,1,5,3,6,35,2,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,0,0,0,0,1,2,3,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
