@relation 'jEdit-weka.filters.unsupervised.attribute.Remove-V-R9,14,19,32,35,40,45,104,213,221,391,412,428,529,549,553,565,575,722,735,740,794,811,822,845,894,965,978,1049,1072,1140,1158,1165,1169,1378,1386,1395,1653,1876,1923,2296,2522,2671,2695,2898,2907,2916,2919,2925,3914,3988-3989,4039,4062,4161,4246,4332,5973,6019,7341,7507,7518,7822,8748,8939,13689,13991'

@attribute CountDeclClass numeric
@attribute CountDeclInstanceVariable numeric
@attribute CountDeclMethodPublic numeric
@attribute MaxCyclomaticStrict numeric
@attribute SumCyclomatic numeric
@attribute Ties numeric
@attribute 2StepReach numeric
@attribute s33 numeric
@attribute s142 numeric
@attribute s150 numeric
@attribute s320 numeric
@attribute s341 numeric
@attribute s357 numeric
@attribute s458 numeric
@attribute s478 numeric
@attribute s482 numeric
@attribute s494 numeric
@attribute s504 numeric
@attribute s651 numeric
@attribute s664 numeric
@attribute s669 numeric
@attribute s723 numeric
@attribute s740 numeric
@attribute s751 numeric
@attribute s774 numeric
@attribute s823 numeric
@attribute s894 numeric
@attribute s907 numeric
@attribute s978 numeric
@attribute s1001 numeric
@attribute s1069 numeric
@attribute s1087 numeric
@attribute s1094 numeric
@attribute s1098 numeric
@attribute s1307 numeric
@attribute s1315 numeric
@attribute s1324 numeric
@attribute s1582 numeric
@attribute s1805 numeric
@attribute s1852 numeric
@attribute s2225 numeric
@attribute s2451 numeric
@attribute s2600 numeric
@attribute s2624 numeric
@attribute s2827 numeric
@attribute s2836 numeric
@attribute s2845 numeric
@attribute s2848 numeric
@attribute s2854 numeric
@attribute s3843 numeric
@attribute s3917 numeric
@attribute s3918 numeric
@attribute s3968 numeric
@attribute s3991 numeric
@attribute s4090 numeric
@attribute s4175 numeric
@attribute s4261 numeric
@attribute s5902 numeric
@attribute s5948 numeric
@attribute s7270 numeric
@attribute s7436 numeric
@attribute s7447 numeric
@attribute s7751 numeric
@attribute s8677 numeric
@attribute s8868 numeric
@attribute s13618 numeric
@attribute change_prone {false,true}

@data
1,0,2,89,74,11,25,3,1,0,19,0,1,2,0,1,21,1,0,0,31,3,2,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
5,5,10,9,25,4,48.453609,3,0,0,2,0,0,7,0,7,31,0,0,2,2,4,1,2,0,3,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,2,6,9,6,45.103092,4,0,0,0,2,0,5,0,4,51,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,2,5,5,16,22,54.123711,3,0,0,5,3,0,6,0,5,41,0,0,0,2,3,1,1,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,13,20,17,92,24,51.546391,7,0,0,28,0,0,9,0,19,31,0,0,11,3,18,5,5,0,11,0,5,5,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,0,5,10,12,19,48.711342,3,0,1,2,5,0,7,0,10,31,0,0,0,1,1,0,0,0,5,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,5,4,6,10,21,54.123711,1,0,0,0,0,0,6,0,6,31,0,0,0,1,3,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,6,5,2,8,4,48.195877,2,0,0,1,9,0,3,0,5,41,0,0,7,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
8,30,30,19,90,119,57.216496,4,371,1,11,0,0,13,0,35,51,2,1,0,8,19,3,0,0,14,3,3,0,1,0,0,0,1,7,11,11,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,true
2,5,4,6,11,8,51.288658,1,0,0,1,0,0,9,1,9,31,0,0,3,1,2,1,2,0,6,0,1,1,1,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,8,14,13,45,5,31.701031,14,0,0,2,21,2,3,0,1,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
4,3,6,6,18,4,46.134022,2,0,0,3,0,0,7,0,7,21,0,0,0,2,4,1,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,7,4,26,110,50,57.474228,12,6,0,24,7,25,7,0,13,41,0,1,22,0,18,1,21,0,10,21,11,9,6,0,0,0,1,1,0,0,0,0,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,true
2,0,10,4,21,22,45.618557,14,0,0,5,4,0,4,0,6,31,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,0,5,10,33,18,38.917526,5,0,0,11,1,0,8,0,0,41,0,0,13,0,8,1,7,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,1,20,8,63,54,56.958763,6,0,0,9,0,0,6,0,10,41,3,0,5,0,7,0,7,0,4,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,4,2,7,4,30.670103,1,0,0,2,0,0,5,4,0,31,0,0,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
5,18,38,11,85,178,66.494843,12,6,0,20,5,0,9,7,54,111,41,1,13,0,10,1,10,1,8,0,6,4,10,0,3,0,1,2,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,1,0,0,1,1,0,0,0,0,true
4,0,22,8,43,223,60.051548,15,0,0,6,7,0,16,1,16,91,11,0,3,1,6,1,3,0,2,0,1,0,3,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
8,1,98,65,441,861,76.03093,40,6,1,218,23,42,20,0,167,211,47,0,104,2,89,2,30,0,53,0,41,20,46,2,2,14,5,1,0,0,1,16,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,3,0,0,0,0,0,true
1,2,5,2,6,40,55.15464,3,0,0,3,0,0,1,0,4,21,4,0,0,0,0,1,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,1,4,2,5,7,27.061855,1,0,0,2,0,0,2,0,1,31,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,2,1,2,3,46.391754,1,0,0,0,0,0,2,0,5,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,1,1,1,54,51.804123,1,0,0,0,0,0,2,0,1,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,1,4,2,5,19,48.453609,1,0,0,2,0,0,2,0,2,31,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
9,13,14,10,55,15,45.876289,6,0,0,11,2,0,9,0,8,31,0,0,0,2,6,1,6,0,7,0,0,0,6,0,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,false
1,9,3,6,8,1,42.010311,1,0,0,0,0,0,2,0,39,21,0,0,0,0,7,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
7,15,10,9,40,12,45.876289,4,0,0,5,0,0,8,0,24,31,0,0,0,2,10,3,4,0,20,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,false
3,34,2,8,25,10,46.391754,3,0,0,2,0,0,4,0,56,31,0,0,0,1,5,1,4,0,39,0,6,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,15,3,7,16,3,44.072166,1,1,0,1,1,0,5,0,58,21,0,0,0,1,4,1,0,0,27,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,17,3,1,3,3,42.26804,6,0,0,1,0,0,4,0,52,31,0,0,0,0,2,1,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,8,1,2,4,3,43.298969,1,0,0,0,1,0,3,0,30,31,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
6,8,14,9,48,15,46.649483,3,0,0,13,1,0,7,0,10,31,0,0,0,1,5,2,4,0,7,0,0,0,6,0,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,true
6,15,15,6,44,14,47.680412,4,0,0,12,2,0,10,0,16,51,0,1,0,1,4,3,0,0,14,0,1,0,2,0,0,0,0,1,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,19,4,2,5,3,42.26804,1,0,0,0,0,0,8,0,55,31,0,0,0,4,0,1,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10,27,14,11,65,24,51.03093,5,0,0,23,0,0,11,2,26,51,0,0,5,2,21,2,4,0,19,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,false
5,24,4,18,56,30,49.742268,15,0,0,23,9,1,8,2,11,31,1,0,3,0,8,0,4,0,5,0,3,1,14,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,false
1,23,8,14,46,1,27.061855,2,0,0,27,6,0,4,0,0,31,0,0,11,0,23,1,1,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
6,11,12,5,31,40,51.03093,2,0,0,14,0,0,19,0,22,111,1,0,10,2,11,1,0,0,19,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
7,11,10,3,16,7,42.525772,2,0,0,2,4,0,5,0,10,21,0,0,0,1,2,1,0,0,10,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
5,8,11,12,69,28,49.484535,10,0,0,22,15,6,8,1,9,31,0,0,17,0,4,3,4,0,1,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,1,1,1,0,1.28866,2,0,0,0,0,0,4,4,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,3,4,8,18,10,45.103092,2,0,0,6,0,0,3,2,5,21,0,0,0,0,9,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,1,3,4,7,13,61.082474,3,0,0,1,3,0,7,0,4,31,3,0,7,0,0,0,4,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,8,3,11,30,9,28.350515,11,0,0,3,0,0,4,0,1,21,1,0,0,0,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,1,6,9,20,6,32.73196,5,0,0,16,0,0,2,0,0,21,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,3,6,4,11,2,18.298969,1,0,0,0,0,0,3,0,2,31,2,0,0,0,0,1,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,5,2,6,18,34.536083,2,0,0,2,0,0,1,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,3,9,5,14,22,40.206184,1,0,0,3,0,0,6,0,6,41,6,0,3,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
4,6,5,9,23,49,58.247421,5,2,0,11,0,0,10,0,3,81,0,0,2,0,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,11,5,3,23,36,56.185566,2,0,0,115,0,0,4,0,3,41,1,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,false
13,11,24,9,62,54,56.958763,9,0,0,10,0,0,11,0,16,71,1,0,0,2,9,2,0,1,10,0,4,0,0,2,0,7,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
1,0,28,26,137,170,71.391754,14,3,0,62,0,0,10,0,31,71,8,0,11,0,30,1,11,2,5,0,10,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,false
5,10,11,12,51,71,58.247421,1,3,0,8,0,0,8,0,13,51,0,0,3,2,14,1,2,0,8,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
6,26,13,14,77,122,57.73196,5,0,0,9,0,0,12,0,65,71,4,0,0,1,28,1,2,0,49,0,15,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,0,1,5,16,26.546392,2,0,0,0,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,4,2,1,2,6,15.206185,4,0,0,0,0,0,1,0,1,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,8,11,5,26,12,25,9,0,0,5,1,0,2,0,6,11,6,1,0,0,0,1,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,10,9,6,27,15,14.690722,2,0,0,20,0,0,1,0,2,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,17,30,6,40,24,30.927835,4,0,0,15,0,0,2,0,5,11,5,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,4,6,1,6,8,27.57732,1,0,1,0,0,0,2,0,4,11,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,5,4,2,5,39,38.144329,1,0,0,2,0,0,2,0,3,11,3,0,0,0,14,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,17,12,42,116,53,61.082474,13,0,0,46,1,1,6,0,1,61,1,0,1,0,26,1,9,0,0,2,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,false
1,32,11,43,112,20,57.989689,6,0,0,38,0,0,5,0,2,31,2,0,3,0,43,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,true
3,25,43,32,102,61,54.381443,7,0,1,12,1,0,6,0,13,21,11,0,0,3,33,1,2,0,2,0,4,0,0,0,0,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10,66,228,31,909,236,62.628864,65,5,3,119,41,5,19,0,166,121,138,2,43,5,199,2,46,0,7,0,114,4,9,0,0,0,3,17,17,0,0,35,0,0,0,0,0,0,4,0,1,0,0,0,0,0,7,0,0,3,1,2,0,0,0,0,0,3,0,true
1,0,0,1,2,2,24.742268,2,0,0,0,0,0,0,0,2,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,6,23,17,91,60,57.216496,5,0,0,7,0,0,3,0,6,31,6,0,0,0,23,4,25,0,0,0,0,0,3,0,3,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
6,23,53,15,106,60,41.494846,15,0,1,20,7,0,11,0,30,81,30,1,9,3,18,2,5,0,1,0,8,0,0,0,0,0,0,6,4,0,0,5,0,1,9,0,0,0,6,0,10,0,0,0,0,5,6,0,0,0,1,0,0,0,0,0,0,0,0,true
4,1,13,7,56,522,64.948456,114,0,0,10,3,5,4,0,12,11,12,0,20,1,9,1,3,0,2,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,4,2,8,3,11.85567,1,7,0,0,0,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,8,12,4,22,8,29.381443,4,18,0,2,0,0,0,0,6,11,5,0,12,0,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,17,11,14,58,10,31.701031,7,0,0,20,0,0,2,0,1,21,1,0,20,1,7,2,9,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,2,10,14,45,22.680412,5,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,1,1,34,24,29,21.907217,9,0,0,5,0,2,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,2,2,3,30,23.453608,1,0,0,3,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,1,2,9,21,17,20.103092,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,1,10,10,67,25.257732,0,0,0,2,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,3,1,13,36,98,24.742268,2,0,0,1,0,0,3,0,0,1,0,0,0,0,6,0,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,1,18,17,65,23.453608,1,0,0,14,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,12,22,9,70,93,29.896908,20,0,0,40,0,3,11,4,0,2,0,0,0,0,8,0,6,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,10,10,21,41,173,35.824741,27,0,0,36,0,0,4,0,0,1,0,0,0,0,8,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,1,13,2,16,355,30.154638,7,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,0,6,4,9,21,16.494844,5,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,6,1,6,0,17.268042,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,3,9,5,24,345,30.154638,3,0,1,15,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,12,46,33,151,457,30.670103,25,2,1,31,0,32,6,0,0,1,0,0,0,4,12,2,5,0,6,0,10,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,8,8,43,127,151,23.969072,20,0,0,100,0,1,7,0,0,1,0,0,0,0,13,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,0,3,1,3,0,12.113402,8,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,22,48,16,193,301,71.907219,69,0,0,202,18,7,30,2,3,1,0,0,0,4,34,0,2,0,0,0,16,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,6,10,13,37,4,19.587629,13,0,0,8,0,0,0,0,0,1,0,0,0,0,2,0,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,13,88,98,2026,167,20.876289,15,0,0,41,0,1,2,0,0,0,0,6,0,0,84,0,8,1,0,0,40,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,11,7,255,720,3,13.659794,3,0,0,49,0,2,3,0,0,0,0,10,0,0,95,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,39,0,0,0,3,16.752577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
