@relation 'lucene-weka.filters.unsupervised.attribute.Remove-V-R9,20,24,42,47,60-61,63,65-66,113,118,121,150,179,273,328,350,385,389,410,488,499,519,542,640,659,831,834,867,984,1018,1103,1778,1781,1810,1837,1853,1860,1908,1926,1945,1948,1973,1982,2009,2211,2271,2278,2306,2325,2711,3020,3037,3105,3195,3227,4368,4407,5048,6297,6488,7039,7045,7560,7647,7839,7860,8050,8061,8116,8202,8432,11617,11905,11975,15261'

@attribute CountDeclClass numeric
@attribute CountLine numeric
@attribute CountLineCodeExe numeric
@attribute Density numeric
@attribute Broker numeric
@attribute outFarness numeric
@attribute inCloseness numeric
@attribute Eigenvec numeric
@attribute Betweenness numeric
@attribute nBetweenness numeric
@attribute s42 numeric
@attribute s47 numeric
@attribute s50 numeric
@attribute s79 numeric
@attribute s108 numeric
@attribute s202 numeric
@attribute s257 numeric
@attribute s279 numeric
@attribute s314 numeric
@attribute s318 numeric
@attribute s339 numeric
@attribute s417 numeric
@attribute s428 numeric
@attribute s448 numeric
@attribute s471 numeric
@attribute s569 numeric
@attribute s588 numeric
@attribute s760 numeric
@attribute s763 numeric
@attribute s796 numeric
@attribute s913 numeric
@attribute s947 numeric
@attribute s1032 numeric
@attribute s1707 numeric
@attribute s1710 numeric
@attribute s1739 numeric
@attribute s1766 numeric
@attribute s1782 numeric
@attribute s1789 numeric
@attribute s1837 numeric
@attribute s1855 numeric
@attribute s1874 numeric
@attribute s1877 numeric
@attribute s1902 numeric
@attribute s1911 numeric
@attribute s1938 numeric
@attribute s2140 numeric
@attribute s2200 numeric
@attribute s2207 numeric
@attribute s2235 numeric
@attribute s2254 numeric
@attribute s2640 numeric
@attribute s2949 numeric
@attribute s2966 numeric
@attribute s3034 numeric
@attribute s3124 numeric
@attribute s3156 numeric
@attribute s4297 numeric
@attribute s4336 numeric
@attribute s4977 numeric
@attribute s6226 numeric
@attribute s6417 numeric
@attribute s6968 numeric
@attribute s6974 numeric
@attribute s7489 numeric
@attribute s7576 numeric
@attribute s7768 numeric
@attribute s7789 numeric
@attribute s7979 numeric
@attribute s7990 numeric
@attribute s8045 numeric
@attribute s8131 numeric
@attribute s8361 numeric
@attribute s11546 numeric
@attribute s11834 numeric
@attribute s11904 numeric
@attribute change_prone {false,true}

@data
1,207,52,2.887083,13623,892985,0.226751,0.197021,11776.13672,1.174089,6,0,3,2,0,2,12,0,2,5,7,4,0,0,0,0,0,26,0,4,5,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,148,56,2.333333,293,1005006,0.230125,0.013713,0,0,3,1,2,1,0,0,8,0,0,11,5,0,0,0,0,0,0,30,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
1,80,69,50,0.5,1005006,0.11555,0.002715,0,0,0,0,0,0,0,0,1,0,0,71,1,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,1138,838,14.285714,18,998994,0.115416,0.009247,0,0,0,0,0,0,1,0,12,0,0,108,1,0,0,0,8,0,0,222,3,11,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
1,55,17,21.428572,22,889071,0.117292,0.008031,230.204758,0.022952,1,0,1,1,3,1,0,0,0,4,1,2,0,0,0,1,0,3,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,300,126,12.037037,332.5,884980,0.116765,0.056712,610.557678,0.060873,1,0,4,1,0,0,20,0,1,14,3,0,0,0,0,0,0,39,1,5,4,4,0,0,2,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,309,79,2.449926,14513.5,893003,0.226879,0.236546,10108.4209,1.007817,7,0,16,1,0,4,18,0,1,17,11,2,0,0,0,0,0,30,0,0,9,21,0,0,2,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,151,61,32.142857,19,893078,0.226282,0.015174,17.289423,0.001724,2,0,4,1,0,0,0,0,0,4,1,0,1,0,0,0,0,35,0,4,1,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,2,12,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,true
4,660,237,25,90,994991,0.229281,0.030344,184.149551,0.01836,11,1,5,1,9,1,31,0,3,28,5,6,0,12,0,0,0,88,0,28,9,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,true
1,201,76,21.111111,35.5,893170,0.22612,0.011944,569.916687,0.056821,1,0,1,1,0,0,4,0,5,9,1,1,0,0,2,0,0,40,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,false
1,197,67,30.952381,14.5,893058,0.226401,0.011189,2.357576,0.000235,13,0,1,1,0,0,8,0,1,16,4,4,0,0,0,0,0,33,0,15,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,188,83,13.333333,39,1004004,0.22958,0.007279,1.25,0.000125,4,0,2,1,0,0,11,0,0,21,4,1,0,0,0,0,0,41,0,10,1,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,208,34,3.366093,5899.5,998995,0.238121,0.131472,983.913208,0.098097,8,0,10,1,4,0,19,0,0,5,4,0,0,0,0,0,0,12,1,17,1,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,183,46,6.158536,769.5,1005006,0.24207,0.032817,0,0,9,0,6,1,0,0,15,0,0,25,8,1,0,0,0,0,0,25,0,12,2,3,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,214,88,30,10.5,997997,0.226917,0.007384,1.916667,0.000191,13,0,11,1,5,1,9,0,29,119,2,0,0,1,0,0,0,33,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
6,351,141,16.666666,37.5,888048,0.121584,0.008519,720.697998,0.071854,1,0,6,1,1,0,17,0,0,31,2,0,0,1,0,0,0,65,3,16,3,10,0,0,1,42,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,true
1,39,4,33.333332,2,891151,0.099701,0.002304,0,0,1,0,1,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,70,8,16.666666,2.5,1004004,0.0999,0.001045,0.5,0.00005,1,0,1,1,0,0,12,0,0,4,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,161,38,3.80854,6983.5,883968,0.121342,0.195271,2985.393311,0.297646,22,1,3,1,0,0,17,0,0,9,4,0,0,0,0,0,0,12,0,19,0,3,0,0,0,15,0,13,0,2,0,0,0,0,0,0,0,4,2,0,4,1,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,true
1,36,4,16.666666,5,890061,0.099701,0.003142,0,0,2,0,2,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,29,1,50,1.5,892061,0.0998,0.002077,2.166667,0.000216,1,0,1,1,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
16,509,253,25,21,890053,0.123355,0.015881,96.400002,0.009611,3,0,2,1,0,3,25,0,0,13,2,2,0,1,10,0,0,125,3,29,2,25,0,0,1,81,0,29,0,2,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,true
2,556,265,12.055336,222.5,892987,0.226558,0.038706,2563.979248,0.255631,10,0,6,1,0,0,0,0,5,42,6,8,0,0,11,0,0,146,0,15,10,50,0,0,0,4,8,0,0,2,11,0,0,3,0,0,1,3,0,0,0,0,0,0,4,3,1,0,14,3,0,0,0,0,19,0,0,0,0,0,0,0,0,2,0,0,true
1,158,57,21.111111,35.5,893178,0.226286,0.014923,270.038422,0.026923,5,0,2,1,0,1,3,0,3,13,2,0,0,2,0,0,2,23,1,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,false
1,132,38,50,1.5,1004004,0.238363,0.005647,0,0,2,0,2,1,0,0,8,0,0,14,1,0,0,0,0,0,0,19,1,9,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,149,30,7.459677,459,1005006,0.239005,0.024865,0,0,3,0,7,1,1,0,18,0,0,28,3,0,0,0,0,0,0,4,0,17,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,152,55,26.666666,11,893355,0.226382,0.005812,222.25,0.022158,2,0,3,1,0,0,11,0,1,15,2,0,0,0,0,0,0,27,2,9,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,110,35,35,6.5,893352,0.226374,0.005876,1,0.0001,1,0,1,1,0,0,7,0,0,13,1,0,0,0,0,0,0,20,2,6,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,202,77,50,0.5,892153,0.099701,0.002275,0,0,2,0,2,1,0,0,17,0,1,21,3,0,0,0,0,0,0,35,2,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,true
2,82,10,26.388889,26.5,890054,0.123329,0.010076,39.221428,0.00391,2,0,7,2,0,3,5,0,0,3,4,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,46,8,15.151515,56,1005006,0.226939,0.012005,0,0,1,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
4,208,58,19.09091,44.5,892030,0.0999,0.026975,4.733333,0.000472,14,0,1,1,0,1,43,0,0,20,1,0,0,0,4,0,0,3,0,28,0,0,0,0,1,5,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,false
1,64,16,25,4.5,1000999,0.22663,0.000626,42.159847,0.004203,1,0,3,1,1,3,5,0,0,9,3,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,90,24,33.333332,2,1004004,0.227144,0.000865,0.5,0.00005,2,0,1,1,0,0,7,0,0,13,3,0,0,0,0,0,0,9,2,0,2,3,6,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,69,0,8.947369,173,1005006,0.229761,0.020925,0,0,1,0,3,1,2,1,7,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,67,16,15.277778,30.5,1005006,0.227837,0.00587,0,0,1,0,1,1,0,0,10,0,0,10,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,74,12,14.285714,18,1005006,0.228159,0.011989,0,0,2,0,1,1,0,0,4,0,0,0,3,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,120,51,33.333332,4,893195,0.225836,0.008121,0,0,1,0,1,1,0,0,6,0,2,11,3,0,0,0,0,0,0,25,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,false
2,327,142,16.304348,231,883965,0.115952,0.0502,656.330139,0.065437,2,0,2,1,0,0,20,0,0,19,4,1,0,0,0,0,0,47,1,5,7,4,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,78,11,1.54265,1627.5,978986,0.121167,0.062821,3209.716553,0.320011,3,0,6,1,1,0,8,0,0,0,4,0,0,0,0,0,1,9,0,3,0,0,0,0,0,3,2,0,0,0,1,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
1,111,25,2.161375,16115,1005006,0.29236,0.224874,0,0,8,0,4,1,0,1,10,0,1,3,1,1,0,0,0,0,0,6,1,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,86,31,6.666667,14,997001,0.145073,0.001524,160.5,0.016002,2,0,1,1,0,2,3,0,0,5,4,0,0,0,0,0,0,14,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,true
1,196,77,14.393939,56.5,892069,0.116338,0.024423,67.526627,0.006732,5,0,1,1,0,1,8,0,2,3,4,1,0,1,0,0,0,20,9,2,0,24,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,5,1,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,23,0,0,0,0,0,true
1,127,37,0,0,1005006,0.0998,0,0,0,4,0,1,1,0,0,6,0,0,3,7,0,0,3,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,196,17,4.655127,7271,893027,0.226809,0.199478,7068.835449,0.704768,6,1,14,1,0,0,24,0,0,17,4,0,0,0,0,0,0,5,0,24,1,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,true
5,398,147,18.181818,54,893057,0.226227,0.009195,3949.882324,0.393806,11,0,3,22,2,3,17,0,0,24,6,5,0,0,0,30,0,39,8,12,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
1,263,87,30,7,893194,0.225943,0.003503,562,0.056032,8,0,1,1,0,2,9,0,0,18,6,0,0,1,0,5,0,22,0,9,3,4,7,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,41,8,50,1.5,893202,0.225943,0.002455,0,0,1,0,1,1,0,0,6,0,0,3,3,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,145,52,50,1.5,893202,0.225943,0.002455,0,0,4,0,2,5,0,0,7,0,0,7,7,0,0,0,0,1,0,15,0,6,0,15,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,98,27,50,1.5,893202,0.225943,0.002455,0,0,2,0,2,5,0,0,7,0,1,5,3,0,0,0,0,1,0,9,1,5,0,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,41,0,25,7.5,891111,0.1001,0.008177,114,0.011366,11,0,1,1,0,0,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,81,16,33.333332,2,1005006,0.1002,0.001847,0,0,1,0,1,1,0,0,8,12,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,66,10,20,8,888105,0.099701,0.007382,0,0,12,0,1,1,0,0,2,12,0,0,1,0,0,0,0,0,0,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,237,64,16.666666,5,892090,0.0999,0.011915,118.3479,0.011799,1,0,7,1,0,0,8,12,0,1,3,0,0,0,0,0,0,29,0,5,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,412,119,9.803922,138,854959,0.0998,0.052107,51.817947,0.005166,6,0,2,1,1,1,19,82,5,7,7,0,1,0,0,0,0,50,0,6,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,99,16,16.666666,5,892090,0.0999,0.011915,118.3479,0.011799,11,0,1,1,0,0,4,12,0,0,1,0,0,0,0,0,0,7,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,298,108,23.809525,16,873019,0.0999,0.024397,45.647354,0.004551,7,0,1,0,2,0,4,0,0,13,1,1,0,0,0,0,0,45,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,96,33,25,4.5,892071,0.099701,0.01378,0,0,11,0,13,2,2,0,3,0,0,4,4,0,0,0,2,0,0,13,0,0,0,5,0,0,1,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,34,13,5.882353,128,1004004,0.101832,0.000004,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,410,200,4.678362,163,1004004,0.101833,0.000094,4,0.000399,1,0,0,0,0,0,3,0,0,64,0,0,0,0,0,0,0,90,2,0,10,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
1,405,214,100,0,1003002,0.099701,0.000003,0,0,0,0,0,0,0,0,2,0,0,20,0,0,0,0,0,0,0,75,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,1034,551,100,0,1003002,0.099701,0.000003,0,0,2,0,1,0,0,0,2,0,1,48,3,0,0,0,1,0,0,171,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,61,10,14.285714,24,980987,0.0998,0.004991,12,0.001196,3,0,1,1,0,0,4,0,0,0,3,0,0,0,0,0,0,7,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,79,20,20,12,994997,0.0999,0.003397,6.25,0.000623,1,0,2,1,0,0,3,0,0,0,3,1,0,0,0,0,0,6,0,2,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,262,61,33.333332,2,892072,0.0998,0.009024,0.624242,0.000062,14,0,0,0,2,1,11,0,0,15,2,0,0,0,0,0,0,20,0,5,5,2,0,0,1,20,0,7,0,0,1,0,0,0,0,0,0,13,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
2,377,148,12.894737,165.5,829935,0.0998,0.063678,173,0.017248,12,0,3,0,5,0,9,0,3,17,5,1,0,0,5,0,0,75,0,10,8,9,0,0,1,4,2,11,0,1,3,0,0,5,0,0,1,0,0,0,0,4,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
2,354,150,50,0.5,829106,0.099701,0.00248,0,0,14,0,1,1,8,0,5,0,1,30,2,0,0,0,0,0,0,54,0,6,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,141,34,8.928572,25.5,980985,0.099701,0.004914,0,0,3,0,11,1,2,1,10,0,0,0,6,0,0,0,0,0,0,15,0,3,0,0,0,0,1,2,5,0,0,0,1,1,2,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
1,75,16,15,8.5,995998,0.0998,0.003247,2.25,0.000224,1,0,1,1,0,0,4,0,0,0,4,0,0,0,0,0,0,7,0,2,0,8,0,0,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,1021,496,0,0,1005006,0.0999,0.000089,0,0,10,0,2,1,0,0,3,0,0,6,3,0,0,0,0,0,0,193,2,0,6,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,88,11,16.666666,5,993000,0.099701,0.004311,0,0,3,0,3,1,1,2,5,0,0,0,5,0,0,0,1,0,1,3,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,243,88,0,3,997001,0.0998,0.001334,3,0.000299,1,0,1,1,0,3,3,0,3,9,3,0,0,0,0,0,0,37,0,3,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,142,41,9.523809,19,982988,0.099701,0.004825,0,0,2,0,6,1,3,1,8,0,1,0,4,0,0,0,0,0,0,16,0,2,0,5,0,0,2,2,5,0,0,0,0,1,1,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
1,50,3,16.666666,5,993000,0.099701,0.004169,0,0,1,0,1,1,0,1,3,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,94,21,25,4.5,997000,0.0998,0.003224,3,0.000299,2,0,1,1,0,0,4,0,0,1,5,0,0,0,0,0,0,6,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,134,39,8.333333,5.5,997001,0.0999,0.001363,4.5,0.000449,2,0,2,1,0,0,3,0,0,5,2,1,0,0,0,0,0,15,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
