@relation 'lucene-weka.filters.unsupervised.attribute.Remove-V-R9,20,24,42,47,60-61,63,65-66,113,118,121,150,179,273,328,350,385,389,410,488,499,519,542,640,659,831,834,867,984,1018,1103,1778,1781,1810,1837,1853,1860,1908,1926,1945,1948,1973,1982,2009,2211,2271,2278,2306,2325,2711,3020,3037,3105,3195,3227,4368,4407,5048,6297,6488,7039,7045,7560,7647,7839,7860,8050,8061,8116,8202,8432,11617,11905,11975,15261'

@attribute CountDeclClass numeric
@attribute CountLine numeric
@attribute CountLineCodeExe numeric
@attribute Density numeric
@attribute Broker numeric
@attribute outFarness numeric
@attribute inCloseness numeric
@attribute Eigenvec numeric
@attribute Betweenness numeric
@attribute nBetweenness numeric
@attribute s42 numeric
@attribute s47 numeric
@attribute s50 numeric
@attribute s79 numeric
@attribute s108 numeric
@attribute s202 numeric
@attribute s257 numeric
@attribute s279 numeric
@attribute s314 numeric
@attribute s318 numeric
@attribute s339 numeric
@attribute s417 numeric
@attribute s428 numeric
@attribute s448 numeric
@attribute s471 numeric
@attribute s569 numeric
@attribute s588 numeric
@attribute s760 numeric
@attribute s763 numeric
@attribute s796 numeric
@attribute s913 numeric
@attribute s947 numeric
@attribute s1032 numeric
@attribute s1707 numeric
@attribute s1710 numeric
@attribute s1739 numeric
@attribute s1766 numeric
@attribute s1782 numeric
@attribute s1789 numeric
@attribute s1837 numeric
@attribute s1855 numeric
@attribute s1874 numeric
@attribute s1877 numeric
@attribute s1902 numeric
@attribute s1911 numeric
@attribute s1938 numeric
@attribute s2140 numeric
@attribute s2200 numeric
@attribute s2207 numeric
@attribute s2235 numeric
@attribute s2254 numeric
@attribute s2640 numeric
@attribute s2949 numeric
@attribute s2966 numeric
@attribute s3034 numeric
@attribute s3124 numeric
@attribute s3156 numeric
@attribute s4297 numeric
@attribute s4336 numeric
@attribute s4977 numeric
@attribute s6226 numeric
@attribute s6417 numeric
@attribute s6968 numeric
@attribute s6974 numeric
@attribute s7489 numeric
@attribute s7576 numeric
@attribute s7768 numeric
@attribute s7789 numeric
@attribute s7979 numeric
@attribute s7990 numeric
@attribute s8045 numeric
@attribute s8131 numeric
@attribute s8361 numeric
@attribute s11546 numeric
@attribute s11834 numeric
@attribute s11904 numeric
@attribute change_prone {false,true}

@data
1,96,28,75,1.5,991993,0.1002,0.000223,0,0,1,0,1,1,0,0,1,0,0,1,3,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,259,65,14.545455,47,991984,0.1002,0.005978,45,0.004487,2,0,1,1,6,0,18,0,0,3,3,1,0,0,0,0,0,27,2,15,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,53,4,50,0.5,1003003,0.1003,0.000741,0,0,1,0,1,1,0,0,5,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,151,52,45,5.5,991992,0.1002,0.000884,2.5,0.000249,11,0,1,1,0,0,13,0,0,14,1,0,0,0,0,0,0,23,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,265,123,75,1.5,991996,0.1002,0.000223,0,0,1,0,1,1,0,0,1,0,0,5,4,0,0,0,0,0,0,49,0,18,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,148,38,9.722222,32.5,980985,0.0998,0.00506,16,0.001595,3,0,11,1,5,1,9,0,1,0,8,0,0,0,0,0,0,14,0,5,0,4,0,0,2,4,5,0,0,0,1,1,2,3,6,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
1,92,19,15,8.5,995998,0.0999,0.003251,3.5,0.000349,1,0,2,1,1,0,6,0,0,0,5,0,0,0,0,0,0,9,0,2,0,8,0,0,1,0,3,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,709,289,0,0,1005006,0.1,0.000089,0,0,6,0,9,1,0,0,1,2,2,19,6,0,0,0,1,0,0,77,0,0,11,21,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,114,44,14.835165,77.5,861002,0.099701,0.048702,0,0,0,0,0,1,0,0,3,0,0,4,0,0,0,0,3,0,0,24,0,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,2181,1122,100,0,1003002,0.099701,0.000003,0,0,2,0,0,0,0,0,2,0,9,68,6,0,0,0,6,0,0,232,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,61,8,33.333332,4,997000,0.0998,0.003195,1,0.0001,2,0,1,1,0,0,3,0,0,5,3,0,0,0,0,0,0,5,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,176,39,9.523809,19,981987,0.099701,0.004738,0,0,3,0,13,1,5,1,11,0,1,0,6,0,0,0,0,0,0,16,0,7,0,0,0,0,2,2,5,0,0,0,1,1,2,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
1,111,24,15,8.5,995998,0.0998,0.003242,2.533333,0.000253,1,0,3,1,1,0,8,0,0,0,5,0,0,0,0,0,0,9,0,2,0,9,0,0,1,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,407,204,0,0,1005006,0.0999,0.000089,0,0,6,0,3,1,0,0,2,0,0,19,6,0,0,0,0,0,0,44,0,0,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,129,39,0,0,0,0,0,0,0,2,0,4,1,0,0,5,0,0,3,4,0,0,0,0,0,0,17,0,3,2,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,40,0,33.333332,4,998004,0.1001,0.001581,0,0,1,0,1,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,547,152,11.538462,80.5,986980,0.0998,0.008351,2.333333,0.000233,9,0,3,2,1,0,23,0,0,25,6,1,0,0,0,0,0,75,0,9,5,16,0,0,0,0,11,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,153,25,21.428572,22,887002,0.0998,0.015633,1,0.0001,5,0,1,1,0,4,10,0,2,1,4,0,0,0,0,0,1,13,0,0,1,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
1,167,35,23.214285,21.5,889995,0.0999,0.023891,10.066667,0.001004,2,0,9,1,2,3,5,0,0,4,6,1,0,0,0,0,0,13,0,2,2,3,0,0,0,4,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,50,0,40,6,997002,0.1,0.004077,0,0,1,0,1,1,0,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,85,10,41.666668,3.5,997002,0.0999,0.003613,0.333333,0.000033,1,0,1,1,0,1,7,0,0,6,3,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,62,11,50,3,996007,0.0999,0.002581,0,0,2,0,1,1,0,0,4,0,0,0,3,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,80,10,41.666668,3.5,1005006,0.1001,0.002947,0,0,1,0,1,1,0,0,7,0,0,6,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,65,6,33.333332,2,1005006,0.1,0.00326,0,0,2,0,1,1,0,0,6,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,133,34,23.809525,16,998004,0.100301,0.003719,28,0.002792,4,0,1,1,0,0,7,0,0,10,3,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,140,27,8.928572,25.5,980985,0.099701,0.004915,0,0,2,0,12,1,4,1,10,0,1,0,6,0,0,0,0,0,0,15,0,3,0,0,0,0,2,2,5,0,0,0,1,1,2,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
1,101,20,16.666666,12.5,995998,0.0999,0.003293,3.75,0.000374,1,0,3,1,1,0,6,0,0,0,5,0,0,0,0,0,0,9,0,2,0,8,0,0,1,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,267,110,0,0,1005006,0.1,0.00009,0,0,7,0,5,1,0,1,1,0,0,5,3,0,0,0,2,0,0,12,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,260,153,14.285714,24,987993,0.0998,0.004548,6,0.000598,3,0,6,1,2,1,6,0,1,2,4,0,0,0,0,0,0,49,0,0,2,0,4,0,22,2,5,0,0,0,1,1,1,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
1,280,208,16.666666,5,1005006,0.1001,0.000294,0,0,5,0,1,1,0,0,5,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,59,8,33.333332,2,996007,0.0999,0.000247,2,0.000199,3,0,1,1,0,2,2,0,0,1,3,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,61,12,20,8,995998,0.0999,0.003242,2.166667,0.000216,1,0,1,1,0,0,3,0,0,1,3,0,0,0,5,0,0,8,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,78,14,15,8.5,995998,0.0999,0.003237,4.166667,0.000415,1,0,1,1,0,0,4,0,0,0,3,0,0,0,0,0,0,6,0,2,0,6,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,630,288,0,1,1005006,0.1001,0.000089,0,0,6,0,2,1,0,0,5,0,0,13,6,0,0,0,0,0,0,63,0,0,9,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,35,0,0,3,1005006,0.100301,0.002266,0,0,1,0,1,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,109,27,16.666666,12.5,891071,0.0999,0.015476,2.5,0.000249,1,0,1,1,0,0,6,0,0,0,3,2,0,0,0,0,0,11,1,4,0,7,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,86,15,0,1,1004004,0.0998,0.000238,0.5,0.00005,1,0,1,1,0,0,7,0,0,0,1,0,0,0,1,0,0,8,1,1,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,407,124,11.255411,205,872935,0.1,0.067283,199.533341,0.019894,6,0,4,1,6,0,12,0,2,26,10,0,2,0,1,0,0,54,1,18,6,19,3,0,0,10,0,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
1,61,9,50,0.5,1005006,0.1002,0.001899,0,0,1,0,1,1,0,0,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,40,5,33.333332,2,1003002,0.1001,0.002263,0,0,1,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,133,37,0,0,1005006,0.1001,0.001837,0,0,1,0,1,1,0,0,2,0,0,21,4,0,0,0,1,0,0,24,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,228,92,33.333332,2,996007,0.0998,0.000175,1,0.0001,2,0,2,5,0,1,4,0,1,22,9,0,0,0,0,0,0,34,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,216,67,12.5,24.5,892021,0.099701,0.018538,0,0,16,1,13,0,1,1,10,0,2,12,6,4,0,1,11,0,0,28,0,6,5,15,0,2,1,9,9,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
1,77,24,50,0.5,995006,0.099701,0.000106,0,0,1,0,1,1,0,1,3,0,0,1,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,127,38,14.285714,90,860983,0.099701,0.050417,0,0,1,0,0,1,0,0,3,0,0,2,2,1,0,0,3,0,0,23,0,2,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,51,2,0,0,1005006,0.1003,0.000163,0,0,2,0,1,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,32,1,50,0.5,1004004,0.0999,0.000236,0,0,2,0,2,2,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,29,0,16.666666,2.5,1005006,0.1001,0.000294,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,81,25,0,1,1004004,0.0998,0.002189,0.5,0.00005,1,0,1,1,1,0,4,0,0,3,1,0,0,0,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,30,1,5,9.5,995003,0.1,0.007352,6.4,0.000638,2,0,1,1,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,59,15,0,3,997001,0.1001,0.001417,6,0.000598,1,0,1,1,0,0,4,0,0,3,3,0,0,0,0,0,0,7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,329,119,13.492064,327,889017,0.100604,0.051628,65.776764,0.006558,1,0,1,1,0,2,30,0,1,61,12,0,0,1,0,0,0,73,1,13,14,2,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,16,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,true
1,52,0,7.692307,300,1005006,0.227589,0.037341,0,0,4,0,4,1,0,0,3,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,96,0,33.333332,2,1005006,0.1001,0.001222,0,0,7,0,1,0,0,1,1,0,0,8,4,1,0,0,4,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,124,45,50,0.5,1004004,0.0999,0.00102,0,0,1,0,1,2,0,0,14,0,0,14,4,0,0,0,0,0,0,19,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,192,76,33.333332,2,1004004,0.0999,0.001853,0.5,0.00005,7,2,2,0,0,2,9,0,2,7,4,0,0,0,0,0,0,31,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
4,1287,697,10,270,861020,0.0998,0.036154,8.809524,0.000878,19,0,3,12,0,4,39,0,8,80,9,2,2,0,26,0,0,302,28,2,31,33,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,true
1,78,67,50,0.5,1005006,0.1,0.001194,0,0,0,0,0,0,0,0,1,0,0,35,1,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,1055,767,14.285714,18,998994,0.0999,0.007585,0,0,0,0,0,0,0,0,12,0,0,108,1,0,0,0,8,0,0,210,3,11,28,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,81,3,33.333332,2,1005006,0.1001,0.001245,0,0,6,0,1,0,0,1,8,0,2,3,2,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,133,50,50,0.5,1005006,0.1,0.001194,0,0,2,3,3,0,0,1,5,0,0,15,2,1,0,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,59,7,50,1.5,893100,0.226228,0.005949,0,0,1,0,1,1,0,0,8,0,0,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,281,76,9.191176,123.5,842946,0.1001,0.051221,648,0.064606,17,0,5,1,141,1,10,0,2,7,3,2,0,0,8,0,0,25,1,0,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,352,83,9.191176,123.5,842946,0.1001,0.051221,648,0.064606,18,0,6,1,0,1,15,0,2,17,4,1,0,0,13,0,0,29,2,0,5,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,59,9,19.78022,73,887003,0.115818,0.032198,345.516235,0.034448,2,0,1,1,0,2,5,0,0,0,2,0,0,0,0,0,0,2,2,4,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,167,127,25,7.5,997000,0.0999,0.003566,1.719048,0.000171,1,0,1,1,0,0,4,0,1,1,4,0,0,0,5,0,0,3,0,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,true
3,203,82,16.190475,88,891992,0.101009,0.031999,59.904068,0.005972,1,0,2,1,0,1,20,0,0,6,1,0,0,0,0,0,0,22,0,10,0,2,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,3,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,207,68,3.447332,3529,893053,0.226715,0.141128,3648.479736,0.363756,14,0,1,1,6,0,6,0,8,15,5,0,0,0,0,0,0,37,2,9,2,11,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,false
3,291,110,16.25,100.5,888051,0.0999,0.023993,10.811111,0.001078,5,0,3,1,1,3,14,0,1,27,5,1,0,0,0,0,0,50,2,15,6,8,0,0,3,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,true
1,122,24,17.647058,112,883044,0.1,0.039706,4.582728,0.000457,23,0,1,1,0,0,15,0,0,9,1,0,0,0,0,0,0,5,0,13,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,false
1,50,1,10.158731,566,888994,0.106491,0.044189,656.542725,0.065458,1,0,2,1,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,146,62,29.545454,46.5,888987,0.106484,0.031555,88.856941,0.008859,11,0,1,1,0,0,9,0,0,1,1,0,0,0,0,0,0,22,1,7,0,1,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,206,112,1.842105,186.5,989988,0.123535,0.004841,1486.873535,0.148242,3,0,1,0,0,1,14,0,1,29,4,1,0,0,7,0,0,81,1,1,16,7,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
1,222,121,14.285714,18,983990,0.0998,0.004647,13,0.001296,6,0,12,2,4,2,12,0,2,4,4,0,0,0,0,0,0,86,0,0,4,0,8,0,70,4,10,0,0,0,4,2,2,4,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
1,481,316,50,0.5,1005006,0.1,0.000215,0,0,20,0,2,4,0,0,10,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,59,12,20,8,995998,0.0999,0.003243,2.5,0.000249,2,0,2,2,0,0,6,0,0,2,2,0,0,0,10,0,0,16,0,2,2,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,132,25,33.333332,10,893085,0.226151,0.014234,19.130669,0.001907,1,0,11,1,0,0,13,0,0,6,1,0,0,0,0,0,0,8,0,21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,false
