@relation 'itextpdf-weka.filters.unsupervised.attribute.Remove-V-R17,29,32-33,36,49-50,52-53,59,62,65-67,69,72,75,81,93,95,101,135,188,240,301,318,383,413,426,477,504,514,633,647,665,668,1015,1072,1091,1095,1110,1299,1696,1816,2114,3164,3182,3189,3218,3278,3382,3413,3416,3446,3539-3540,4024,4109,4475,4749,4756,4797,4866,5231,5422,5484,5802,5911,6104,6381,6479,6566,6714,7171,7322,7388,7489,7523,7526,8035,8067,10861,11142,11705,12219,12979,13885,14388,14591,14810,19228,21343,21613,21732,21938,22657,27464,28494,28572'

@attribute CountDeclMethodPrivate numeric
@attribute CountStmtExe numeric
@attribute MaxCyclomaticStrict numeric
@attribute MaxNesting numeric
@attribute SumCyclomaticModified numeric
@attribute EgoBetween numeric
@attribute nEgoBetween numeric
@attribute Efficiency numeric
@attribute Constraint numeric
@attribute inFarness numeric
@attribute outCloseness numeric
@attribute Betweenness numeric
@attribute nBetweenness numeric
@attribute OutdwReach numeric
@attribute nOutdwReach numeric
@attribute s1 numeric
@attribute s4 numeric
@attribute s10 numeric
@attribute s22 numeric
@attribute s24 numeric
@attribute s30 numeric
@attribute s64 numeric
@attribute s117 numeric
@attribute s169 numeric
@attribute s230 numeric
@attribute s247 numeric
@attribute s312 numeric
@attribute s342 numeric
@attribute s355 numeric
@attribute s406 numeric
@attribute s433 numeric
@attribute s443 numeric
@attribute s562 numeric
@attribute s576 numeric
@attribute s594 numeric
@attribute s597 numeric
@attribute s944 numeric
@attribute s1001 numeric
@attribute s1020 numeric
@attribute s1024 numeric
@attribute s1039 numeric
@attribute s1228 numeric
@attribute s1625 numeric
@attribute s1745 numeric
@attribute s2043 numeric
@attribute s3093 numeric
@attribute s3111 numeric
@attribute s3118 numeric
@attribute s3147 numeric
@attribute s3207 numeric
@attribute s3311 numeric
@attribute s3342 numeric
@attribute s3345 numeric
@attribute s3375 numeric
@attribute s3468 numeric
@attribute s3469 numeric
@attribute s3953 numeric
@attribute s4038 numeric
@attribute s4404 numeric
@attribute s4678 numeric
@attribute s4685 numeric
@attribute s4726 numeric
@attribute s4795 numeric
@attribute s5160 numeric
@attribute s5351 numeric
@attribute s5413 numeric
@attribute s5731 numeric
@attribute s5840 numeric
@attribute s6033 numeric
@attribute s6310 numeric
@attribute s6408 numeric
@attribute s6495 numeric
@attribute s6643 numeric
@attribute s7100 numeric
@attribute s7251 numeric
@attribute s7317 numeric
@attribute s7418 numeric
@attribute s7452 numeric
@attribute s7455 numeric
@attribute s7964 numeric
@attribute s7996 numeric
@attribute s10790 numeric
@attribute s11071 numeric
@attribute s11634 numeric
@attribute s12148 numeric
@attribute s12908 numeric
@attribute s13814 numeric
@attribute s14317 numeric
@attribute s14520 numeric
@attribute s14739 numeric
@attribute s19157 numeric
@attribute s21272 numeric
@attribute s21542 numeric
@attribute s21661 numeric
@attribute s21867 numeric
@attribute s22586 numeric
@attribute s27393 numeric
@attribute s28423 numeric
@attribute change_prone {false,true}

@data
0,24,5,1,17,1.583333,1.439394,0.652893,0.17523,1477258,0.081301,1.733333,0.000115,2,0.001625,24,1,1,1,1,21,0,22,1,27,0,0,7,1,0,1,1,0,1,0,0,0,3,3,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,0,1,0,0,0.541667,0.401047,1495708,0.119203,0,0,114.723793,0.093196,22,1,1,1,1,41,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,7,3,1,5,0,0,0.755102,0.148949,1514130,0.116296,0,0,106.328606,0.086376,26,3,1,1,1,91,0,2,1,0,0,0,2,0,0,7,1,2,0,0,1,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,7,1,0,7,2,4.761905,0.55102,0.209241,1512900,0.116833,4,0.000265,104.035713,0.084513,22,1,1,1,1,61,0,2,1,0,0,0,0,0,0,4,1,0,0,0,0,0,3,3,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,5,1,0,4,0.5,4.166667,0.59375,0.293469,1511671,0.116289,0.333333,0.000022,100.535713,0.08167,22,1,1,1,1,51,0,2,1,0,0,0,3,0,0,3,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,51,5,2,22,0,0,0.713333,0.10723,1514130,0.117556,0,0,141.633392,0.115056,23,7,1,1,1,131,0,2,1,21,0,0,14,14,0,13,1,0,1,0,0,0,3,3,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,3,1,0,2,0.833333,4.166667,0.62,0.242583,1512900,0.116295,3.480861,0.00023,104.661942,0.085022,22,2,1,1,1,61,0,2,1,0,0,0,0,0,1,4,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,5,1,0,3,1.333333,4.444445,0.569444,0.207251,1512900,0.116566,2.142857,0.000142,106.328606,0.086376,22,3,1,1,1,61,0,2,1,1,0,0,1,0,1,4,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,2,1,0,4,0,0,0.5,0.555111,1512900,0.116244,0,0,77.658356,0.063086,22,3,1,1,1,31,0,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,5,1,0,2,0,0,0.58,0.247714,1514130,0.11643,0,0,105.861931,0.085997,22,4,1,1,1,51,0,2,1,0,0,0,0,0,0,3,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,7,2,1,4,2.5,8.333333,0.722222,0.218419,1511671,0.116425,3.333333,0.000221,102.285713,0.083092,22,4,1,1,1,61,0,2,1,1,0,0,1,0,0,4,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,5,1,0,5,0,0,0.765306,0.183032,1514130,0.116707,0,0,111.435753,0.090525,22,2,1,1,1,71,0,2,1,0,0,0,1,0,0,5,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,5,1,0,5,0,0,0.46875,0.33924,1509216,0.116289,0,0,100.535713,0.08167,22,5,1,1,1,51,1,2,1,0,0,0,2,0,2,3,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,7,1,0,7,1.5,7.5,0.6,0.271836,1511671,0.11656,4.533333,0.0003,102.202385,0.083024,22,3,1,1,1,51,0,2,1,0,0,0,0,0,0,3,1,0,0,0,0,0,3,3,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,8,1,0,5,1.5,7.5,0.52,0.316368,1510443,0.116425,3.5,0.000232,101.535713,0.082482,22,4,1,1,1,51,0,2,1,1,0,0,4,0,0,3,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,77,36,5,35,0,0,0.89,0.125731,381191,0.081235,0,0,1,0.000812,22,7,1,1,1,21,0,2,1,25,0,0,3,0,0,0,2,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,0,1,0,0,0.555556,0.695313,419396,0.081235,0,0,1,0.000812,22,1,1,1,1,21,0,2,1,0,0,0,31,0,0,0,1,0,0,1,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,4,1,0,2,0,0,0.5,0.726671,421856,0.081301,0,0,2,0.001625,28,1,1,1,12,41,0,2,1,1,1,0,11,0,0,3,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,1,0,1,0,0,0.5,0.726671,421856,0.081301,0,0,2,0.001625,22,1,1,1,1,41,0,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,1,0,2,0,0,1,0.5,427133,0.081235,0,0,1,0.000812,22,1,1,1,1,21,0,2,1,1,0,0,2,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,53,5,3,19,1,8.333333,0.8125,0.263782,431449,0.116124,238.268051,0.015762,84.860741,0.068936,22,9,1,1,1,41,0,22,1,25,0,0,8,5,0,13,8,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,10,3,1,4,0,0,1,1,429388,0.081235,0,0,1,0.000812,2,1,0,0,0,21,0,1,0,8,0,0,6,0,2,12,13,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,true
0,2,1,0,2,0,0,0.444444,0.369164,1512900,0.116289,0,0,100.035713,0.081264,22,1,1,1,1,41,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,6,1,0,6,1,5,0.58,0.238069,1510443,0.116295,11.081203,0.000733,104.661942,0.085022,22,1,1,1,1,61,0,2,1,0,0,0,1,0,0,4,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,3,1,0,3,7,16.666666,0.72449,0.226421,1510440,0.116295,571.385864,0.037798,104.495277,0.084886,23,1,1,1,1,61,0,2,1,0,0,0,2,0,0,4,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,1,0,1,0,0,0.333333,0.453804,1512900,0.116392,0,0,83.551178,0.067873,23,2,1,1,1,31,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,2,1,0,2,0,0,0.52,0.277601,1510440,0.116289,0,0,100.035713,0.081264,22,3,1,1,1,41,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,10,1,0,7,0,0,0.765,0.217309,1514130,0.117107,0,0,107.50238,0.087329,22,3,1,1,1,81,0,2,1,1,0,0,1,0,0,6,1,0,0,0,1,0,3,3,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,10,1,0,10,0,0,0.846939,0.163387,1514130,0.116975,0,0,108.628616,0.088244,22,11,1,1,1,81,0,2,1,0,3,0,8,0,0,5,1,0,0,0,2,0,3,3,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,6,1,0,2,2,6.666667,0.625,0.229164,1512900,0.116425,1.866667,0.000123,102.202377,0.083024,22,1,1,1,1,71,0,2,1,2,0,0,2,0,0,5,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,1,0,1,0,0,0.5,0.579142,1514130,0.116392,0,0,83.551178,0.067873,22,1,1,1,1,31,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,6,2,1,4,2,33.333332,1,0.333333,1512900,0.11656,2.75,0.000182,100.619057,0.081738,22,3,1,1,1,31,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,false
0,11,1,0,11,6,14.285714,0.846939,0.172375,1511671,0.116431,16.499712,0.001091,106.161949,0.08624,22,3,1,1,1,81,0,2,1,0,0,0,1,0,0,6,1,0,0,1,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,1,0,1,1,50,1,0.5,1512900,0.116249,1,0.000066,78.810715,0.064022,22,1,1,1,1,31,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,2,1,0,4,0,0,0.5,0.555111,1512900,0.116244,0,0,77.658356,0.063086,22,3,1,1,1,31,0,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,2,1,0,4,0,0,0.5,0.579142,1510443,0.116244,0,0,77.658356,0.063086,22,2,1,1,1,31,0,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,2,1,0,4,0,0,0.5,0.555111,1512900,0.116244,0,0,77.658356,0.063086,22,3,1,1,1,31,0,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,2,1,0,4,0,0,0.5,0.592889,1511671,0.116244,0,0,77.658356,0.063086,22,3,1,1,1,31,0,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,6,2,1,4,2.5,12.5,0.74,0.220087,431257,0.116154,371.25,0.024559,99.835716,0.081101,22,3,1,1,1,21,0,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,0,9,17.333334,1.641414,0.900826,0.052116,408211,0.081301,430.777069,0.028497,2,0.001625,22,3,1,1,1,21,0,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,6,1,0,6,81.25,2.457653,0.972057,0.023168,411873,0.081433,911.533325,0.0603,3.5,0.002843,22,2,1,1,1,21,0,2,1,3,0,0,2,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,59,10,6,34,470.122223,14.72814,0.834872,0.052074,1002340,0.128376,2907.828369,0.192359,150.81662,0.122516,26,9,1,1,114,281,0,210,1,18,0,0,17,6,2,20,1,2,0,4,0,0,3,3,5,0,0,0,3,0,2,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,true
0,0,1,0,7,12.166667,11.060606,0.652893,0.136733,994633,0.081566,192.136368,0.01271,5.5,0.004468,24,3,1,1,1,61,0,2,1,0,2,1,0,0,0,4,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,30,5,1,25,2,10,0.74,0.29269,999598,0.118685,189.116669,0.01251,73.285469,0.059533,22,4,1,1,1,51,0,214,1,7,0,2,12,2,0,4,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,0,1,0.5,0.378788,0.736111,0.1449,1060964,0.081301,1,0.000066,2,0.001625,22,2,1,1,1,21,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,7,2,1,6,2,10,0.68,0.243215,999548,0.116382,0.928571,0.000061,79.428566,0.064524,22,2,1,1,1,41,0,22,1,2,3,0,1,0,0,5,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,71,9,3,51,0,0,0.942053,0.02455,929401,0.081235,0,0,1,0.000812,26,11,1,1,1,21,0,2,1,13,19,10,11,18,0,1,1,0,2,1,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,0,4,13.5,8.653846,0.671598,0.138865,994605,0.11679,1506.904663,0.099685,81.428566,0.066148,28,1,1,1,1,51,0,2,1,0,0,0,0,0,0,4,1,0,0,0,0,0,3,3,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,0,3,10.5,11.666667,0.672727,0.185862,997075,0.118546,493.966675,0.032677,73.535461,0.059736,22,5,1,1,1,41,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,5,2,1,4,1,8.333333,0.75,0.427462,1512900,0.081433,1,0.000066,4,0.003249,22,3,1,1,1,41,0,22,1,4,6,0,2,1,0,3,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,33,7,4,27,87,15.76087,0.848958,0.059471,994312,0.082169,1803.682251,0.119317,12.5,0.010154,22,1,1,1,13,91,0,28,1,23,6,3,13,9,0,5,1,0,1,0,0,0,3,3,5,0,0,0,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
1,45,5,3,25,265.933319,14.055673,0.813017,0.048093,1065526,0.136839,6155.110352,0.407173,198.999847,0.161657,24,3,1,1,112,191,0,24,1,34,0,0,42,15,0,21,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,true
3,0,1,0,3,0,0,0.847107,0.070657,962657,0.081235,0,0,1,0.000812,22,2,1,1,1,21,1,2,1,158,0,0,0,0,0,0,1,0,0,2,0,7,3,3,5,6,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,1,0,4,0,0,0.756198,0.170989,976242,0.081235,0,0,1,0.000812,22,5,1,1,1,21,0,2,1,0,0,3,0,0,0,1,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,8,2,1,7,1,8.333333,0.75,0.347456,1055195,0.081301,0.333333,0.000022,2,0.001625,22,1,1,1,1,51,0,2,1,5,0,9,3,2,0,2,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,4,1,0,3,9,21.428572,0.765306,0.192734,1057285,0.082711,3547.666748,0.234685,11.866667,0.00964,22,1,1,1,1,51,0,2,1,2,0,0,2,0,0,2,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,0,4,0,0,0.375,0.312327,1057296,0.081367,0,0,3,0.002437,22,4,1,1,1,31,0,2,1,0,2,2,0,0,1,2,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
