@relation 'itextpdf-weka.filters.unsupervised.attribute.Remove-V-R17,29,32-33,36,49-50,52-53,59,62,65-67,69,72,75,81,93,95,101,135,188,240,301,318,383,413,426,477,504,514,633,647,665,668,1015,1072,1091,1095,1110,1299,1696,1816,2114,3164,3182,3189,3218,3278,3382,3413,3416,3446,3539-3540,4024,4109,4475,4749,4756,4797,4866,5231,5422,5484,5802,5911,6104,6381,6479,6566,6714,7171,7322,7388,7489,7523,7526,8035,8067,10861,11142,11705,12219,12979,13885,14388,14591,14810,19228,21343,21613,21732,21938,22657,27464,28494,28572'

@attribute CountDeclMethodPrivate numeric
@attribute CountStmtExe numeric
@attribute MaxCyclomaticStrict numeric
@attribute MaxNesting numeric
@attribute SumCyclomaticModified numeric
@attribute EgoBetween numeric
@attribute nEgoBetween numeric
@attribute Efficiency numeric
@attribute Constraint numeric
@attribute inFarness numeric
@attribute outCloseness numeric
@attribute Betweenness numeric
@attribute nBetweenness numeric
@attribute OutdwReach numeric
@attribute nOutdwReach numeric
@attribute s1 numeric
@attribute s4 numeric
@attribute s10 numeric
@attribute s22 numeric
@attribute s24 numeric
@attribute s30 numeric
@attribute s64 numeric
@attribute s117 numeric
@attribute s169 numeric
@attribute s230 numeric
@attribute s247 numeric
@attribute s312 numeric
@attribute s342 numeric
@attribute s355 numeric
@attribute s406 numeric
@attribute s433 numeric
@attribute s443 numeric
@attribute s562 numeric
@attribute s576 numeric
@attribute s594 numeric
@attribute s597 numeric
@attribute s944 numeric
@attribute s1001 numeric
@attribute s1020 numeric
@attribute s1024 numeric
@attribute s1039 numeric
@attribute s1228 numeric
@attribute s1625 numeric
@attribute s1745 numeric
@attribute s2043 numeric
@attribute s3093 numeric
@attribute s3111 numeric
@attribute s3118 numeric
@attribute s3147 numeric
@attribute s3207 numeric
@attribute s3311 numeric
@attribute s3342 numeric
@attribute s3345 numeric
@attribute s3375 numeric
@attribute s3468 numeric
@attribute s3469 numeric
@attribute s3953 numeric
@attribute s4038 numeric
@attribute s4404 numeric
@attribute s4678 numeric
@attribute s4685 numeric
@attribute s4726 numeric
@attribute s4795 numeric
@attribute s5160 numeric
@attribute s5351 numeric
@attribute s5413 numeric
@attribute s5731 numeric
@attribute s5840 numeric
@attribute s6033 numeric
@attribute s6310 numeric
@attribute s6408 numeric
@attribute s6495 numeric
@attribute s6643 numeric
@attribute s7100 numeric
@attribute s7251 numeric
@attribute s7317 numeric
@attribute s7418 numeric
@attribute s7452 numeric
@attribute s7455 numeric
@attribute s7964 numeric
@attribute s7996 numeric
@attribute s10790 numeric
@attribute s11071 numeric
@attribute s11634 numeric
@attribute s12148 numeric
@attribute s12908 numeric
@attribute s13814 numeric
@attribute s14317 numeric
@attribute s14520 numeric
@attribute s14739 numeric
@attribute s19157 numeric
@attribute s21272 numeric
@attribute s21542 numeric
@attribute s21661 numeric
@attribute s21867 numeric
@attribute s22586 numeric
@attribute s27393 numeric
@attribute s28423 numeric
@attribute change_prone {false,true}

@data
0,42,3,1,26,41.333332,8.946609,0.801653,0.066488,430390,0.116165,1360.294312,0.089986,108.885712,0.088453,22,2,1,1,1,51,0,2,1,18,0,0,7,0,0,2,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,3,1,0,1,1,3.333333,0.527778,0.240552,430529,0.116162,882,0.058346,106.345276,0.086389,22,2,1,1,1,21,0,2,1,0,0,0,3,0,0,1,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,6,3,1,4,0,0,0.444444,0.369164,431237,0.116154,0,0,99.835716,0.081101,22,2,1,1,1,21,0,2,1,1,0,0,0,1,5,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,78,7,1,38,32.241665,8.484649,0.615476,0.090187,429816,0.116188,633.596619,0.041914,134.30011,0.109098,22,1,1,1,1,41,0,2,1,30,0,0,29,12,0,3,1,0,0,0,0,14,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,19,2,1,13,11.866667,7.606838,0.491758,0.12374,429816,0.116187,368.809509,0.024397,130.550049,0.106052,22,1,1,1,1,31,0,2,1,6,0,0,5,1,0,2,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,14,2,1,10,3.783333,4.203704,0.645,0.126932,430785,0.116161,5.153373,0.000341,106.328606,0.086376,22,2,1,1,1,21,0,2,1,2,0,0,9,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
4,397,48,5,161,197.97937,15.712648,0.741228,0.047363,430400,0.116217,7646.244141,0.505814,171.249893,0.139114,214,45,1,1,113,191,0,23,1,220,37,2,126,63,15,29,1,0,12,0,2,0,3,3,5,10,14,3,0,1,2,0,27,0,3,0,1,12,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,true
4,103,13,2,44,7.783333,1.853175,0.688209,0.077638,1511670,0.116603,35.851051,0.002372,145.016663,0.117804,22,4,1,1,1,71,0,24,1,47,0,0,13,12,9,10,1,1,2,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,18,4,2,6,40,14.705882,0.642157,0.103076,429811,0.116187,1006.133118,0.066558,131.300064,0.106661,22,1,1,1,1,41,0,2,1,9,0,0,13,4,0,2,1,2,0,0,0,3,3,3,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,96,4,2,68,212.71666,14.353352,0.803419,0.053381,431252,0.116214,6295.254883,0.416444,165.849915,0.134728,215,28,1,1,113,111,0,2,1,20,0,7,49,36,16,17,1,0,2,1,0,0,3,3,5,0,4,0,0,4,2,0,11,3,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
3,801,50,9,337,322.48584,8.256166,0.825634,0.04016,430571,0.116219,4316.458008,0.285542,183.583267,0.149133,210,46,1,1,15,271,0,25,1,371,0,11,115,131,25,25,2,10,34,0,1,0,3,3,5,0,3,0,1,8,2,0,1,0,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,104,25,4,45,223.823517,8.121318,0.769778,0.047235,429576,0.116197,3362.942627,0.222465,143.016663,0.116179,22,2,1,1,12,111,0,2,1,54,0,0,18,31,0,12,1,0,4,1,0,0,3,3,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,49,6,2,24,1101.199951,15.422968,0.908249,0.030729,429460,0.116199,12452.82031,0.823779,141.433319,0.114893,22,3,1,1,1,31,0,2,1,28,0,0,1,13,0,3,1,0,1,0,0,0,3,3,5,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
20,280,24,6,160,297.594025,17.281881,0.790476,0.047618,430349,0.116204,5190.82959,0.343384,160.633286,0.13049,22,3,1,1,1,71,0,2,1,71,2,0,55,43,9,10,1,33,5,0,2,20,3,3,5,0,0,0,0,0,2,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
2,67,9,5,39,35.900002,17.095238,0.554902,0.10793,429922,0.116192,1704.70874,0.11277,136.066757,0.110534,22,5,1,0,1,31,0,4,0,32,0,2,9,18,0,5,1,3,2,0,0,0,1,1,3,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,true
0,74,2,1,45,190.269119,11.04931,0.72963,0.054719,429715,0.116194,2845.62915,0.188244,139.716705,0.113499,24,6,17,1,1,41,0,22,1,37,0,0,18,15,4,5,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,20,4,3,12,0.5,4.166667,0.59375,0.268071,430399,0.116107,0.142857,0.000009,76.026215,0.06176,22,1,1,1,1,21,0,2,1,7,0,0,3,4,0,1,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,75,17,1,7,4.25,7.589286,0.5625,0.152837,429930,0.116154,7.224254,0.000478,100.202377,0.081399,22,1,1,1,1,21,0,2,1,19,0,0,24,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,8,2,1,5,3,10,0.680556,0.182798,430584,0.116155,1.278571,0.000085,100.452385,0.081602,22,1,1,1,1,21,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
6,794,17,5,409,14283.40723,40.628647,0.926453,0.021299,429066,0.116226,181836.9219,12.028876,202.949966,0.164866,236,110,1,0,14,581,0,11,0,379,1,6,196,131,24,36,2,16,25,15,3,10,1,1,3,0,5,1,10,33,1,0,10,1,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,1,1,0,2,4,20,0.72,0.218692,428716,0.081301,875.833313,0.057938,2,0.001625,22,1,1,1,1,21,0,2,1,1,0,0,2,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10,173,15,3,43,0,0,0.666667,0.361851,431265,0.116082,0,0,70.9533,0.057639,28,18,1,1,18,31,0,23,16,74,1,0,13,2,0,8,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,235,79,4,83,3.980159,0.861506,0.563017,0.072513,431267,0.116207,40.789791,0.002698,154.333283,0.125372,22,9,1,1,12,61,0,2,1,148,0,0,18,40,0,5,1,0,1,0,0,0,3,3,5,0,0,0,0,0,2,0,3,0,8,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,119,17,2,46,2.226191,0.927579,0.578125,0.095594,1511670,0.116332,2.509921,0.000166,142.71669,0.115936,22,13,1,1,12,61,0,22,1,42,0,0,14,11,0,5,1,0,3,0,0,0,3,3,5,0,0,2,0,0,2,0,6,0,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,122,8,3,76,127.366669,6.731853,0.913223,0.039807,429618,0.116122,8050.231445,0.532539,88.080887,0.071552,246,4,1,1,15,71,0,22,1,65,0,0,33,1,0,11,1,0,1,0,0,0,3,3,5,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,131,30,5,50,0,0,0.666667,0.378859,429177,0.081235,0,0,1,0.000812,22,5,1,1,12,21,0,22,1,76,2,0,3,0,0,3,1,0,4,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,5,2,0,4,0,0,0.66,0.249572,430399,0.116147,0,0,95.88575,0.077893,24,1,1,1,1,21,0,2,1,2,0,0,0,0,0,0,1,1,0,0,0,1,3,3,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
5,328,36,8,150,83.833336,18.145742,0.695652,0.07085,429947,0.116197,7768.146973,0.513879,145.016708,0.117804,25,21,1,1,117,71,0,23,1,151,0,3,50,62,9,19,1,0,7,0,0,9,3,3,5,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,107,10,5,49,1,0.326797,0.697531,0.084507,430828,0.116196,0.833333,0.000055,142.43338,0.115705,22,12,1,1,11,71,0,23,1,50,0,6,26,9,4,15,1,0,4,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,7,3,0,5,0.5,0.892857,0.414063,0.188682,429816,0.116147,0.333333,0.000022,96.269104,0.078204,22,1,1,1,1,21,0,2,1,3,0,0,0,0,0,0,1,1,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,7,1,0,5,0,0,0.55,0.256973,431453,0.11619,0,0,130.783386,0.106242,22,1,1,1,1,21,0,2,1,2,0,0,3,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,24,5,4,9,1,16.666666,0.833333,0.403117,429388,0.081367,205.975021,0.013626,3,0.002437,22,1,1,1,1,41,0,2,1,13,0,0,6,2,7,2,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
5,320,30,5,134,15.133333,2.001764,0.68176,0.059082,431263,0.116206,1001.910889,0.066278,155.899918,0.126645,218,16,1,1,19,91,1,2,1,146,0,0,36,42,0,9,1,0,1,0,2,5,3,3,5,2,0,1,0,0,2,17,10,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
1,596,24,6,207,70.357574,12.745937,0.6925,0.073977,430380,0.116196,1457.582031,0.096422,142.616699,0.115854,214,63,14,1,1,51,0,28,1,387,0,3,99,99,9,9,1,0,16,1,0,0,3,3,5,0,0,0,0,0,2,0,12,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,true
0,187,15,3,57,1.5,2.678571,0.640625,0.154268,431257,0.116164,1.016667,0.000067,108.659546,0.088269,22,14,12,1,1,51,0,23,1,131,0,0,18,8,1,8,1,0,2,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,146,15,4,66,62.299999,13.484848,0.752841,0.074048,430383,0.116194,4088.535889,0.270465,142.300034,0.115597,24,10,1,1,1,71,0,22,1,65,0,4,28,24,0,11,1,0,4,1,1,0,3,3,5,0,0,0,0,0,2,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
2,325,46,5,135,42.450001,11.171053,0.739286,0.073483,430388,0.116196,1441.567627,0.095363,143.116699,0.116261,27,16,1,1,1,71,0,27,1,179,0,0,65,53,12,10,1,0,16,0,0,0,3,3,5,0,0,0,0,0,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,96,14,2,45,0,0,0.678201,0.078428,1514130,0.116466,0,0,142.866699,0.116057,22,7,1,1,17,51,0,2,1,55,1,0,36,8,1,3,1,0,4,0,0,4,3,3,5,0,0,2,0,0,2,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,16,5,1,7,0.666667,1.190476,0.554688,0.149323,1512900,0.116329,7.519444,0.000497,137.216782,0.111468,22,1,1,1,1,51,0,22,1,7,0,0,2,1,0,3,1,0,3,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,104,18,4,50,0,0,0.648148,0.137924,1514130,0.116313,0,0,124.116737,0.100826,26,6,1,1,1,71,0,2,1,52,0,0,8,19,0,7,1,0,6,2,0,6,3,3,5,0,0,0,2,0,2,3,6,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
7,407,24,5,193,23.301191,8.566614,0.604575,0.0847,431216,0.116198,823.045471,0.054446,143.383347,0.116477,22,17,1,1,1,41,0,210,1,220,5,4,47,61,2,13,13,3,5,0,2,0,3,3,5,0,0,0,1,0,2,0,14,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,49,8,3,31,4.5,22.5,0.72,0.24256,430041,0.082034,132.524582,0.008767,8.333333,0.00677,22,7,1,1,1,51,0,21,1,22,0,2,8,10,0,12,1,0,3,1,0,0,3,3,5,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
22,500,81,7,167,4.5,3.409091,0.717949,0.109948,430428,0.116169,4.231926,0.00028,116.02861,0.094256,25,42,1,1,11,131,0,23,12,345,0,0,51,6,0,17,1,1,3,0,0,1,3,3,5,0,4,0,0,0,2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,false
10,116,10,4,47,5,16.666666,0.819444,0.214886,430421,0.116087,7.730121,0.000511,70.13623,0.056975,213,4,1,1,1,31,0,2,1,83,2,0,4,0,0,1,1,0,1,0,0,4,3,3,5,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,217,27,6,65,0,0,0.677273,0.126398,430429,0.116169,0,0,115.528618,0.093849,231,6,13,1,1,81,0,22,1,144,0,0,29,8,0,9,1,0,3,0,1,12,3,3,5,3,0,0,3,1,2,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
5,422,44,5,139,1.4,0.666667,0.68125,0.088119,430429,0.116184,21.574482,0.001427,128.983444,0.104779,26,27,1,1,18,171,0,24,12,286,7,0,65,11,0,23,1,0,7,0,0,0,3,3,5,0,0,0,0,0,2,0,3,0,1,0,0,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
9,430,23,7,115,2,10,0.76,0.280297,429857,0.081499,96.791428,0.006403,3.833333,0.003114,286,16,1,1,1,41,0,0,2,327,1,0,26,0,0,3,0,0,16,0,0,8,0,0,0,0,2,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,306,97,5,119,18,4.736842,0.838095,0.084143,430429,0.116174,4279.852051,0.283121,124.15239,0.100855,22,19,1,1,1,151,0,213,1,194,0,0,46,21,0,18,1,0,2,1,0,0,3,3,5,0,1,1,0,0,2,0,1,0,3,0,0,32,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,true
0,19,2,1,11,5.5,13.095238,0.704082,0.215051,430645,0.116087,732.983337,0.048488,71.131866,0.057784,22,1,1,1,1,41,0,2,1,13,0,0,1,0,0,4,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,7,1,0,5,1,5,0.5,0.322298,431536,0.116049,0.533333,0.000035,61.504021,0.049963,22,1,1,1,1,31,0,2,1,17,0,0,0,0,0,2,1,0,0,0,0,3,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,311,69,4,61,30.833334,12.847222,0.759766,0.126283,430667,0.116191,5361.428223,0.354669,136.033493,0.110506,22,12,1,1,15,91,0,23,1,271,17,0,21,2,0,14,1,0,2,0,0,2,3,3,5,0,0,5,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,57,23,3,24,10,13.888889,0.8,0.161653,431542,0.116173,55.241108,0.003654,116.376228,0.094538,22,2,1,1,1,71,0,23,1,53,0,0,4,3,0,7,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,2,1,0,3,0,0,0.52,0.390593,430298,0.081235,0,0,1,0.000812,22,1,1,1,1,21,0,2,1,6,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,8,1,0,5,1,5,0.5,0.322298,431536,0.116049,0.533333,0.000035,61.504021,0.049963,22,1,1,1,1,31,0,2,1,14,0,0,0,0,0,2,1,0,0,0,0,3,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,105,12,2,52,5,8.928572,0.638889,0.259141,431542,0.116177,86.878571,0.005747,120.983414,0.098281,22,12,1,1,12,41,0,2,1,72,0,0,8,4,0,4,1,0,0,0,0,6,3,3,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,13,4,1,6,14.25,19.791666,0.623457,0.143427,429932,0.116161,2104.727783,0.139232,105.545281,0.085739,22,1,1,1,1,51,0,2,1,4,0,0,1,1,0,3,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
