@relation 'struts-weka.filters.unsupervised.attribute.Remove-V-R11,18,20,25-26,31-32,36,62,65,97,233,236,251,266,269,273,279,334-335,347,494,506,529,532,534,579,643,684,687,704,711,748,805,981,1224,1445,1791,1820,1828,1831,1886,1910,1948,1960,2036,2039,2087,2098,2351,2432,2437,2504,2541,2647,2764,2774,2836,2895,2969,3184,3411,3415,3504,3521,3605,3666,3752,3769,4087,4245,4252,4500,5230,5448,5556,6654,6713,6728,7271,8470,9404,10186,10218'

@attribute CountDeclClassVariable numeric
@attribute CountDeclMethodProtected numeric
@attribute CountLine numeric
@attribute CountLineComment numeric
@attribute CountSemicolon numeric
@attribute MaxCyclomaticModified numeric
@attribute MaxCyclomaticStrict numeric
@attribute SumCyclomaticModified numeric
@attribute outCloseness numeric
@attribute Betweenness numeric
@attribute s26 numeric
@attribute s162 numeric
@attribute s165 numeric
@attribute s180 numeric
@attribute s195 numeric
@attribute s198 numeric
@attribute s202 numeric
@attribute s208 numeric
@attribute s263 numeric
@attribute s264 numeric
@attribute s276 numeric
@attribute s423 numeric
@attribute s435 numeric
@attribute s458 numeric
@attribute s461 numeric
@attribute s463 numeric
@attribute s508 numeric
@attribute s572 numeric
@attribute s613 numeric
@attribute s616 numeric
@attribute s633 numeric
@attribute s640 numeric
@attribute s677 numeric
@attribute s734 numeric
@attribute s910 numeric
@attribute s1153 numeric
@attribute s1374 numeric
@attribute s1720 numeric
@attribute s1749 numeric
@attribute s1757 numeric
@attribute s1760 numeric
@attribute s1815 numeric
@attribute s1839 numeric
@attribute s1877 numeric
@attribute s1889 numeric
@attribute s1965 numeric
@attribute s1968 numeric
@attribute s2016 numeric
@attribute s2027 numeric
@attribute s2280 numeric
@attribute s2361 numeric
@attribute s2366 numeric
@attribute s2433 numeric
@attribute s2470 numeric
@attribute s2576 numeric
@attribute s2693 numeric
@attribute s2703 numeric
@attribute s2765 numeric
@attribute s2824 numeric
@attribute s2898 numeric
@attribute s3113 numeric
@attribute s3340 numeric
@attribute s3344 numeric
@attribute s3433 numeric
@attribute s3450 numeric
@attribute s3534 numeric
@attribute s3595 numeric
@attribute s3681 numeric
@attribute s3698 numeric
@attribute s4016 numeric
@attribute s4174 numeric
@attribute s4181 numeric
@attribute s4429 numeric
@attribute s5159 numeric
@attribute s5377 numeric
@attribute s5485 numeric
@attribute s6583 numeric
@attribute s6642 numeric
@attribute s6657 numeric
@attribute s7200 numeric
@attribute s8399 numeric
@attribute s9333 numeric
@attribute s10115 numeric
@attribute change_prone {false,true}

@data
1,1,58,20,15,2,2,4,0.102669,23.833334,2,2,0,0,8,1,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,0,269,138,60,8,8,18,0.109618,0,6,0,0,0,2,2,3,151,4,0,28,6,5,0,0,1,24,3,2,0,9,9,0,5,0,0,0,0,0,2,0,2,1,1,4,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,false
0,1,139,25,59,5,5,17,0.109035,0,2,0,0,0,0,1,0,0,0,0,0,5,2,0,0,0,20,0,0,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,49,23,9,2,2,3,0.109019,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,63,24,17,2,2,4,0.109026,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,0,95,67,14,2,2,2,0.102145,0,2,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,2,1,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,2,113,74,17,2,2,4,0.102459,0,5,0,0,0,1,2,0,71,1,0,0,4,0,0,0,0,1,0,2,17,3,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,73,0,30,11,11,22,0.102145,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,96,8,38,2,3,14,0.110343,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,2,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,64,42,10,1,1,3,0.102249,4,3,2,1,0,6,2,7,3,0,0,0,17,0,1,0,0,25,1,7,0,6,6,2,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,70,23,22,3,3,6,0.102669,0,2,0,0,0,5,1,0,1,0,0,0,2,0,0,0,0,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,158,26,53,14,23,25,0.102249,2,2,7,0,0,4,1,8,0,0,0,0,13,1,0,0,0,11,0,7,0,0,0,1,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,45,33,5,1,1,2,0.102145,0,2,5,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,3,138,30,47,12,12,17,0.102354,2,3,0,0,0,0,2,0,91,0,0,0,10,0,0,0,0,6,2,4,0,10,10,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,true
2,5,337,108,88,21,26,43,0.109378,64,16,0,0,0,28,4,1,41,12,0,14,30,2,2,0,6,27,2,5,6,6,6,20,7,0,0,0,3,0,1,0,0,1,3,32,0,0,1,0,0,0,0,2,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,43,23,8,1,1,1,0.102459,0,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,3,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,1,231,126,43,6,6,13,0.10288,0.5,4,0,0,0,1,4,0,18,2,0,0,9,0,2,1,1,15,2,0,7,9,9,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,64,47,8,1,1,4,0.102145,0,4,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,85,23,25,4,6,10,0.102249,1,4,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,false
2,0,50,26,10,1,1,1,0.102249,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,0,67,37,12,1,1,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,126,62,27,9,9,11,0.102145,0,15,0,0,0,0,10,0,0,0,0,0,20,6,0,0,0,19,1,1,16,4,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,8,356,119,106,8,9,42,0.10288,246.166672,3,16,2,2,5,5,0,0,0,0,0,23,31,4,0,0,36,2,8,0,4,4,4,7,9,0,6,1,0,6,0,1,0,5,0,0,0,0,0,0,0,3,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,true
0,0,57,39,8,1,1,3,0.102249,237,2,8,0,0,7,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,79,36,21,3,4,5,0.108797,7.083333,3,4,0,0,10,1,0,2,0,0,0,4,0,0,2,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,110,39,36,5,5,13,0.108796,8.333333,2,0,0,0,0,1,0,0,0,0,0,2,3,3,0,0,12,0,1,0,2,2,0,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,0,171,52,57,4,4,18,0.108796,12.333333,7,9,0,0,31,4,0,22,0,0,0,11,0,0,1,0,4,2,4,0,5,5,3,2,0,2,6,0,1,0,8,0,0,0,0,0,1,0,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,1,84,25,30,3,3,7,0.109392,5.166667,3,5,0,0,6,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,87,26,31,3,3,5,0.109392,0,2,7,0,0,11,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,73,23,26,1,1,3,0.109272,2.583333,2,6,0,0,11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,70,69,1,0,0,0,0,0,2,0,0,0,0,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,60,35,8,1,1,4,0.102249,0,6,1,0,0,1,8,1,0,0,0,0,0,2,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,35,24,3,1,1,1,0,0,4,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,2,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,86,24,33,3,3,5,0.109392,10.166667,2,8,0,0,12,1,0,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,196,55,64,9,10,24,0.102775,0.5,3,2,1,0,6,2,7,3,0,0,0,17,1,1,0,0,21,1,7,0,4,4,2,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,41,33,4,1,1,3,0.102145,0,13,0,0,0,0,2,0,31,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,107,44,23,2,4,13,0.108915,0,14,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0,4,0,0,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,false
1,6,417,87,138,14,16,62,0.10288,1.5,24,0,0,14,2,12,0,42,2,0,48,98,18,4,0,0,122,6,32,8,32,32,4,8,0,0,0,0,0,12,14,0,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,true
0,0,118,42,33,5,6,10,0.102459,3.333333,10,0,0,0,0,6,0,4,0,0,0,8,2,4,0,2,20,0,2,4,10,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,false
0,0,73,35,15,3,4,6,0.102354,0,4,0,0,0,0,2,0,101,0,0,0,10,1,0,0,0,12,0,0,4,2,2,6,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,false
1,2,109,28,36,5,5,10,0.102986,1.666667,4,0,0,0,0,2,0,0,0,0,0,10,1,0,0,0,8,2,8,4,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,4,458,153,108,14,14,54,0.102986,3.166667,19,0,0,0,0,4,2,15,3,5,12,42,61,5,0,1,53,12,13,14,10,10,4,0,0,0,0,0,0,8,6,1,6,2,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2,0,0,true
1,12,877,182,277,18,23,144,0.104931,13,20,0,0,2,0,10,10,821,2,0,35,94,17,4,0,2,77,15,27,2,19,19,7,4,0,0,0,2,0,6,0,0,3,6,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,1,2,1,0,0,true
0,0,64,41,9,2,2,4,0.102145,0,6,0,0,0,0,4,0,0,2,2,0,8,0,0,0,0,4,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,93,34,27,7,8,10,0.102354,2.333333,4,0,0,0,0,2,0,81,0,0,0,16,0,0,0,0,16,2,0,4,6,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,false
0,0,85,25,22,4,6,12,0.102145,0,6,0,0,81,0,2,0,0,0,0,0,10,0,0,0,2,40,0,4,4,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,94,73,11,1,1,5,0.102459,58.783333,6,0,0,0,0,6,0,22,0,0,0,0,14,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,39,28,6,1,1,1,0.102564,0,4,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,50,33,6,3,4,3,0.102145,0,4,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,93,81,6,1,1,1,0.102145,0,14,0,0,0,0,2,0,8,0,0,12,0,4,8,0,0,2,0,0,20,0,0,0,2,0,0,0,0,0,2,0,0,4,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,77,66,6,1,1,1,0.102145,0,18,0,0,0,0,2,0,2,0,0,2,0,4,8,0,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,94,77,9,1,1,4,0.102145,0,8,0,0,0,0,4,0,14,0,2,0,4,8,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,74,61,7,1,1,2,0.102145,0,8,0,0,0,0,2,0,12,0,0,2,2,6,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,54,29,9,1,1,4,0.102249,0,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,83,24,20,3,3,10,0.102249,0,14,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,12,18,2,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,140,32,46,5,6,18,0.102564,8,16,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,10,20,2,2,4,4,14,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,35,24,4,1,1,3,0.102145,0,13,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,6,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,2,88,23,24,5,5,12,0.102249,0,14,0,0,0,0,2,0,0,0,0,0,14,0,0,0,0,6,22,6,0,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,112,58,17,4,5,15,0.102145,0,4,0,0,4,0,8,0,0,0,0,0,20,0,0,0,0,26,0,6,0,2,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,51,23,11,3,3,4,0.109133,0.75,4,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,2,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,2,85,23,30,6,6,9,0.109499,134.883331,4,0,0,0,0,2,0,0,0,0,0,6,1,0,0,0,12,2,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,67,23,17,2,2,5,0.110709,0,4,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,72,23,20,3,3,9,0.10914,5.216667,4,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,10,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,2,74,31,22,5,5,7,0.109384,130,2,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,3,98,20,27,2,3,15,0.109032,1027.466675,4,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,22,0,6,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,2,32,20,3,1,1,2,0.109496,0,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,2,12,0,3,1,1,2,0.109496,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,49,20,10,1,1,2,0.109265,20.266666,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,44,1,19,1,1,1,0.109265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,46,20,10,1,1,2,0.109265,20.266666,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,78,23,28,10,12,10,0.109265,0,4,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,30,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,49,20,10,1,1,1,0.109265,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,49,20,17,2,2,2,0.109265,0,4,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,false
0,0,45,20,10,1,1,1,0.109265,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
