@relation 'liferay-weka.filters.unsupervised.attribute.Remove-V-R10,14,88,115,119,123,161,189,233-234,262,268,318,383,398,544,558-559,574,578,588,601,676,678,717,888,917,1025,1029,1040,1095,1487,1610,1613,1628,1646,1681,1711,1729,2384,2696,3234,4080,4126,4179,4181,5864,5909,5977,6153,6291,6619,6693,6707-6708,7204,8991,9090,9505,9942,10463,10627,11108,12695,16435,22385'

@attribute CountDeclClassMethod numeric
@attribute CountDeclInstanceVariable numeric
@attribute s17 numeric
@attribute s44 numeric
@attribute s48 numeric
@attribute s52 numeric
@attribute s90 numeric
@attribute s118 numeric
@attribute s162 numeric
@attribute s163 numeric
@attribute s191 numeric
@attribute s197 numeric
@attribute s247 numeric
@attribute s312 numeric
@attribute s327 numeric
@attribute s473 numeric
@attribute s487 numeric
@attribute s488 numeric
@attribute s503 numeric
@attribute s507 numeric
@attribute s517 numeric
@attribute s530 numeric
@attribute s605 numeric
@attribute s607 numeric
@attribute s646 numeric
@attribute s817 numeric
@attribute s846 numeric
@attribute s954 numeric
@attribute s958 numeric
@attribute s969 numeric
@attribute s1024 numeric
@attribute s1416 numeric
@attribute s1539 numeric
@attribute s1542 numeric
@attribute s1557 numeric
@attribute s1575 numeric
@attribute s1610 numeric
@attribute s1640 numeric
@attribute s1658 numeric
@attribute s2313 numeric
@attribute s2625 numeric
@attribute s3163 numeric
@attribute s4009 numeric
@attribute s4055 numeric
@attribute s4108 numeric
@attribute s4110 numeric
@attribute s5793 numeric
@attribute s5838 numeric
@attribute s5906 numeric
@attribute s6082 numeric
@attribute s6220 numeric
@attribute s6548 numeric
@attribute s6622 numeric
@attribute s6636 numeric
@attribute s6637 numeric
@attribute s7133 numeric
@attribute s8920 numeric
@attribute s9019 numeric
@attribute s9434 numeric
@attribute s9871 numeric
@attribute s10392 numeric
@attribute s10556 numeric
@attribute s11037 numeric
@attribute s12624 numeric
@attribute s16364 numeric
@attribute change_prone {false,true}

@data
0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,31,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,3,0,6,0,4,0,0,0,0,1,0,0,0,0,7,1,56,1,8,63,17,2,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,2,0,0,0,31,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,2,3,0,1,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,8,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,26,0,9,0,1,0,0,0,0,0,0,0,0,0,39,1,85,0,10,128,6,24,1,7,0,0,0,0,0,6,0,0,0,1,0,0,0,0,23,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,true
0,0,1,2,4,0,0,0,0,0,1,4,0,0,6,20,1,28,0,0,0,1,0,0,1,0,0,4,0,24,4,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,false
4,22,0,4,0,0,0,0,0,0,0,0,0,0,0,29,1,36,0,6,32,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,false
0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,38,1,0,0,0,0,0,0,4,0,0,6,20,1,57,0,1,25,1,0,2,4,0,0,4,0,24,2,0,0,0,29,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,true
12,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,1,9,6,3,55,7,0,7,7,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,30,11,7,0,0,0,0,0,0,0,0,6,17,1,21,0,3,26,31,0,0,0,0,0,0,0,14,7,0,0,14,24,0,0,0,0,0,0,0,16,1,0,0,10,1,0,1,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,true
0,49,0,63,24,7,0,156,0,0,0,0,0,0,0,37,1,124,24,0,135,40,55,0,24,0,0,0,0,0,13,0,0,20,47,0,0,0,0,24,3,0,30,2,3,3,0,0,0,2,7,0,0,0,3,12,0,0,0,0,6,0,0,0,0,true
27,0,1,30,11,7,0,0,0,0,0,0,0,0,6,17,1,21,0,4,4,23,0,0,1,0,0,0,0,14,7,0,0,14,24,0,0,0,0,0,0,0,16,2,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,false
0,1,1,30,12,7,0,0,0,0,0,0,0,0,6,17,1,21,0,5,3,21,0,0,0,0,0,0,0,14,7,0,0,14,24,0,0,0,0,0,0,0,15,2,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,true
0,0,0,50,0,32,0,0,0,0,0,0,0,0,0,42,1,34,0,4,35,39,0,0,0,2,0,0,0,1,0,0,0,0,41,0,0,0,0,0,0,0,22,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,true
0,67,0,95,34,32,0,266,0,0,0,0,0,0,0,83,1,172,34,0,181,93,100,0,34,4,0,0,0,0,0,0,0,0,73,0,0,0,0,34,3,0,42,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,true
36,0,0,50,1,32,0,0,0,0,0,0,0,0,0,42,1,34,0,5,4,33,0,0,1,4,0,0,0,1,0,0,0,0,39,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,false
0,1,0,50,1,32,0,0,0,0,0,0,0,0,0,42,1,34,0,6,3,31,0,0,0,4,0,0,0,1,0,0,0,0,39,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,false
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,false
0,0,12,39,28,12,0,0,0,0,0,0,0,0,19,41,1,25,0,6,0,25,0,0,0,0,0,5,0,31,16,0,0,12,25,0,0,0,0,0,0,0,47,30,0,0,0,0,0,13,0,0,0,0,0,12,0,0,10,0,3,0,0,0,0,true
47,0,12,40,30,12,0,0,0,0,0,0,0,0,19,42,1,25,0,7,1,29,0,0,1,0,0,5,0,31,24,0,0,13,25,0,0,0,0,0,0,0,55,40,0,0,0,0,0,16,0,0,0,0,0,18,0,0,10,0,11,0,0,0,0,true
0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,1,4,0,5,16,7,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,true
0,0,1,0,4,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,22,0,5,0,2,0,0,0,0,0,0,0,0,0,10,1,13,0,2,26,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,false
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,34,1,7,5,0,0,0,0,0,1,0,0,0,2,59,1,93,0,21,180,7,0,1,9,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,37,14,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,true
0,34,1,2,13,5,0,0,0,0,1,0,0,0,8,6,1,7,0,4,79,22,1,0,1,0,0,0,0,49,8,0,0,11,0,0,0,0,0,2,0,0,20,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,10,0,0,0,0,true
0,48,0,41,0,1,0,0,0,0,0,0,0,0,0,14,1,114,0,21,56,14,1,24,0,0,0,0,0,0,6,0,0,12,36,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,true
0,34,0,0,2,1,0,0,0,0,1,0,0,0,2,0,1,7,0,1,76,7,1,0,1,0,0,0,0,35,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,66,0,69,0,1,0,0,0,0,0,0,0,0,0,41,1,166,0,29,76,0,1,36,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,4,0,true
26,0,1,15,5,27,0,0,0,0,2,0,0,0,8,39,1,9,0,6,28,2,27,0,0,4,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,11,1,17,0,3,19,16,0,10,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,32,0,0,0,0,false
0,0,0,9,0,35,0,0,0,0,0,0,0,0,0,162,1,76,2,9,156,26,27,2,2,6,0,0,0,0,3,0,0,3,0,0,0,0,0,1,0,0,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,5,0,true
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,1,9,3,3,41,7,4,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,13,8,32,15,0,0,0,0,0,0,0,0,23,44,1,91,16,31,266,34,23,12,26,0,0,5,0,34,22,0,0,23,0,0,0,0,0,0,0,0,139,52,0,0,0,0,0,18,0,0,0,0,0,19,0,0,10,0,191,0,0,0,0,true
0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,16,1,30,7,8,66,20,7,6,7,17,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,2,0,4,0,1,2,0,0,0,0,0,0,0,0,1,1,3,0,2,13,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
16,0,0,11,2,10,0,0,0,0,0,0,0,0,0,12,1,27,0,5,74,15,7,2,1,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,false
0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,8,0,1,10,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,5,1,13,0,4,34,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,2,1,4,0,0,0,0,1,0,2,0,0,3,1,0,0,3,11,4,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,21,0,7,0,0,0,0,0,0,1,0,0,3,1,10,0,0,10,9,0,0,0,0,0,0,0,1,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,13,0,27,8,7,0,56,0,0,0,0,4,0,0,12,1,46,8,0,59,9,23,0,8,0,0,0,0,0,9,0,0,0,23,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
9,0,0,21,1,7,0,0,0,0,0,0,2,0,0,3,1,10,0,1,4,5,0,0,1,0,0,0,0,1,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,21,1,7,0,0,0,0,0,0,2,0,0,3,1,10,0,2,3,3,0,0,0,0,0,0,0,1,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,14,0,0,2,2,0,0,0,0,1,0,0,0,2,0,1,9,0,1,33,7,1,0,1,0,0,0,0,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,12,0,3,0,1,0,0,0,0,0,0,0,0,0,3,1,22,0,5,12,0,1,6,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
4,0,1,4,5,4,0,0,0,0,2,0,2,0,8,3,1,0,0,0,5,2,4,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,2,1,0,0,1,7,8,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,1,15,4,2,12,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,5,3,0,0,0,0,0,0,0,1,0,3,1,16,4,2,17,8,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,1,3,2,3,18,5,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,3,1,5,0,2,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
8,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,1,7,0,3,27,7,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,33,0,7,0,0,0,0,0,0,0,0,0,0,1,18,0,0,8,6,0,0,0,0,0,0,0,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,9,0,71,4,9,0,32,0,0,0,0,0,0,0,0,1,60,4,0,39,0,15,0,4,0,0,0,0,0,0,0,0,0,61,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
7,0,0,33,1,7,0,0,0,0,0,0,0,0,0,0,1,18,0,1,4,2,0,0,1,0,0,0,0,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,33,1,7,0,0,0,0,0,0,0,0,0,0,1,18,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,12,0,0,2,2,0,0,0,0,1,0,0,0,2,0,1,8,0,1,29,8,1,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,8,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,20,0,3,8,0,1,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,0,1,11,2,2,0,0,0,0,2,0,0,0,6,0,1,8,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,2,1,1,0,1,6,5,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,1,1,7,0,0,4,8,0,0,0,0,0,0,0,1,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,7,0,15,5,2,0,32,0,0,0,0,0,0,0,2,1,29,5,0,26,5,12,0,5,0,0,0,0,0,4,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
6,0,0,10,1,2,0,0,0,0,0,0,0,0,0,1,1,7,0,1,4,4,0,0,1,0,0,0,0,1,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,10,1,2,0,0,0,0,0,0,0,0,0,1,1,7,0,2,3,2,0,0,0,0,0,0,0,1,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,15,0,0,2,2,0,0,0,0,1,0,0,0,2,0,1,9,0,1,35,7,1,0,1,0,0,0,0,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,6,0,5,0,1,0,0,0,0,0,0,0,0,0,1,1,15,0,2,6,0,1,3,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,1,4,5,1,0,0,0,0,2,0,0,0,8,1,1,2,0,0,2,3,1,0,0,0,0,0,0,0,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,3,0,7,52,0,0,0,0,0,0,0,0,3,1,24,0,2,29,14,0,2,1,0,0,0,0,0,2,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,5,1,15,12,7,36,5,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,6,1,4,0,1,17,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,2,1,1,0,1,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,2,1,4,1,1,17,9,1,3,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,5,0,4,0,0,0,0,1,0,0,0,0,1,1,8,1,0,17,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,4,0,7,0,0,0,0,0,0,0,0,0,4,1,18,12,4,23,12,3,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,4,1,14,0,0,5,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,2,0,0,4,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,11,1,14,0,0,15,4,10,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,7,2,59,0,0,0,0,0,0,0,0,0,73,1,99,13,8,151,30,22,5,4,1,10,0,0,0,33,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,false
0,1,0,3,1,2,0,0,0,0,0,0,0,0,0,2,1,6,10,0,6,8,6,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,5,0,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,17,1,31,2,9,89,12,1,8,3,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
