@relation 'liferay-weka.filters.unsupervised.attribute.Remove-V-R10,14,88,115,119,123,161,189,233-234,262,268,318,383,398,544,558-559,574,578,588,601,676,678,717,888,917,1025,1029,1040,1095,1487,1610,1613,1628,1646,1681,1711,1729,2384,2696,3234,4080,4126,4179,4181,5864,5909,5977,6153,6291,6619,6693,6707-6708,7204,8991,9090,9505,9942,10463,10627,11108,12695,16435,22385'

@attribute CountDeclClassMethod numeric
@attribute CountDeclInstanceVariable numeric
@attribute s17 numeric
@attribute s44 numeric
@attribute s48 numeric
@attribute s52 numeric
@attribute s90 numeric
@attribute s118 numeric
@attribute s162 numeric
@attribute s163 numeric
@attribute s191 numeric
@attribute s197 numeric
@attribute s247 numeric
@attribute s312 numeric
@attribute s327 numeric
@attribute s473 numeric
@attribute s487 numeric
@attribute s488 numeric
@attribute s503 numeric
@attribute s507 numeric
@attribute s517 numeric
@attribute s530 numeric
@attribute s605 numeric
@attribute s607 numeric
@attribute s646 numeric
@attribute s817 numeric
@attribute s846 numeric
@attribute s954 numeric
@attribute s958 numeric
@attribute s969 numeric
@attribute s1024 numeric
@attribute s1416 numeric
@attribute s1539 numeric
@attribute s1542 numeric
@attribute s1557 numeric
@attribute s1575 numeric
@attribute s1610 numeric
@attribute s1640 numeric
@attribute s1658 numeric
@attribute s2313 numeric
@attribute s2625 numeric
@attribute s3163 numeric
@attribute s4009 numeric
@attribute s4055 numeric
@attribute s4108 numeric
@attribute s4110 numeric
@attribute s5793 numeric
@attribute s5838 numeric
@attribute s5906 numeric
@attribute s6082 numeric
@attribute s6220 numeric
@attribute s6548 numeric
@attribute s6622 numeric
@attribute s6636 numeric
@attribute s6637 numeric
@attribute s7133 numeric
@attribute s8920 numeric
@attribute s9019 numeric
@attribute s9434 numeric
@attribute s9871 numeric
@attribute s10392 numeric
@attribute s10556 numeric
@attribute s11037 numeric
@attribute s12624 numeric
@attribute s16364 numeric
@attribute change_prone {false,true}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,30,0,10,0,1,0,0,0,0,0,0,0,0,0,31,1,78,0,5,137,6,28,1,2,0,10,0,0,0,14,0,0,0,6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,2,4,0,0,0,0,0,1,0,0,0,2,16,1,24,0,0,0,1,0,0,0,0,2,0,0,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,36,1,0,0,0,0,0,0,0,0,0,2,16,1,51,0,1,29,1,0,2,1,0,8,0,0,33,6,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,13,0,4,0,1,0,0,0,0,0,0,0,0,0,32,1,23,0,3,61,6,9,1,2,0,10,0,0,0,5,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,1,4,0,0,0,0,0,1,0,0,0,2,16,1,8,0,0,0,1,0,0,0,0,2,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,13,1,0,0,0,0,0,0,0,0,0,2,16,1,17,0,1,12,1,0,2,1,0,8,0,0,11,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,14,0,5,0,1,0,0,0,0,0,0,0,0,0,19,1,29,0,5,66,6,10,1,2,0,10,0,0,0,10,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,2,4,0,0,0,0,0,1,0,0,0,2,10,1,10,0,0,0,1,0,0,0,0,2,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,20,1,0,0,0,0,0,0,0,0,0,2,10,1,21,0,1,13,1,0,2,1,0,8,0,0,12,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,24,0,5,0,1,0,0,0,0,0,0,0,0,0,32,1,81,0,5,130,7,25,1,2,0,10,0,0,0,8,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,2,4,0,0,0,0,0,1,0,0,0,2,16,1,26,0,0,0,1,0,0,0,0,2,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,38,1,1,0,0,0,0,0,0,0,0,2,17,1,53,0,1,24,2,0,2,1,0,8,0,0,23,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,27,11,11,0,0,0,0,0,0,0,0,6,20,1,18,0,3,22,35,0,0,0,0,4,0,0,18,9,0,0,14,21,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,53,0,49,26,11,0,176,0,0,0,0,0,0,0,38,1,112,26,0,127,48,63,0,26,0,8,0,0,0,17,0,0,16,37,0,0,0,0,26,3,0,0,0,3,3,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,true
29,0,1,27,11,11,0,0,0,0,0,0,0,0,6,20,1,18,0,4,4,27,0,0,1,0,8,0,0,18,9,0,0,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,1,27,12,11,0,0,0,0,0,0,0,0,6,20,1,18,0,5,3,25,0,0,0,0,8,0,0,18,9,0,0,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,18,11,9,0,0,0,0,0,0,0,0,6,14,1,6,0,3,24,33,0,0,0,0,1,0,0,18,7,0,0,14,9,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,51,0,31,25,9,0,166,0,0,0,0,0,0,0,26,1,85,25,0,122,42,59,0,25,0,2,0,0,0,13,0,0,16,13,0,0,0,0,25,3,0,0,0,3,3,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,true
28,0,1,18,11,9,0,0,0,0,0,0,0,0,6,14,1,6,0,4,4,25,0,0,1,0,2,0,0,18,7,0,0,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,1,18,12,9,0,0,0,0,0,0,0,0,6,14,1,6,0,5,3,23,0,0,0,0,2,0,0,18,7,0,0,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
16,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,1,9,12,3,79,7,0,13,11,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,18,11,12,0,0,0,0,0,0,0,0,6,15,1,9,0,3,28,36,0,0,0,0,1,0,0,18,14,0,0,14,12,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,57,0,31,28,12,0,190,0,0,0,0,0,0,0,28,1,100,28,0,137,51,68,0,28,0,2,0,0,0,24,0,0,16,19,0,0,0,0,28,3,0,0,0,3,3,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,true
31,0,1,18,11,12,0,0,0,0,0,0,0,0,6,15,1,9,0,4,4,28,0,0,1,0,2,0,0,18,14,0,0,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,1,18,12,12,0,0,0,0,0,0,0,0,6,15,1,9,0,5,3,26,0,0,0,0,2,0,0,18,14,0,0,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,40,11,13,0,0,0,0,0,0,0,0,6,27,1,27,0,3,34,37,0,0,0,0,1,0,0,18,17,0,0,14,30,0,0,0,0,0,0,0,0,0,0,0,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,69,0,73,34,13,0,228,0,0,0,0,0,0,0,52,1,152,34,0,167,54,81,0,34,0,2,0,0,0,28,0,0,16,53,0,0,0,0,34,3,0,0,0,3,3,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,true
37,0,1,40,11,13,0,0,0,0,0,0,0,0,6,27,1,27,0,4,4,29,0,0,1,0,2,0,0,18,17,0,0,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,1,40,12,13,0,0,0,0,0,0,0,0,6,27,1,27,0,5,3,27,0,0,0,0,2,0,0,18,17,0,0,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,8,16,20,9,0,0,0,0,0,0,0,0,10,20,1,5,0,4,0,15,0,0,0,0,45,0,0,22,11,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
37,0,8,17,22,9,0,0,0,0,0,0,0,0,10,21,1,5,0,5,1,19,0,0,1,0,60,0,0,22,19,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,8,11,16,6,0,0,0,0,0,0,0,0,10,15,1,0,0,4,0,15,0,0,0,0,0,0,0,17,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
32,0,8,12,18,6,0,0,0,0,0,0,0,0,10,16,1,0,0,5,1,19,0,0,1,0,0,0,0,17,18,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,8,16,20,9,0,0,0,0,0,0,0,0,10,20,1,5,0,4,0,15,0,0,0,0,0,0,0,22,11,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
37,0,8,17,22,9,0,0,0,0,0,0,0,0,10,21,1,5,0,5,1,19,0,0,1,0,0,0,0,22,19,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,12,14,28,12,0,0,0,0,0,0,0,0,14,36,1,0,0,6,0,25,0,0,0,0,0,0,0,31,16,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
47,0,12,15,30,12,0,0,0,0,0,0,0,0,14,37,1,0,0,7,1,29,0,0,1,0,0,0,0,31,24,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,31,1,5,4,0,0,0,0,0,1,0,0,0,2,35,1,79,0,14,149,6,0,1,2,0,12,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,13,1,4,4,0,0,0,0,0,1,0,0,0,2,36,1,29,0,4,74,6,0,1,2,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,15,1,5,4,0,0,0,0,0,1,0,0,0,2,26,1,37,0,7,87,6,0,1,2,0,12,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1,6,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,28,1,5,4,0,0,0,0,0,1,0,0,0,2,45,1,85,0,15,158,7,0,1,2,0,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,19,1,2,13,6,0,0,0,0,1,0,0,0,8,6,1,7,0,4,49,22,1,0,1,0,0,0,0,34,8,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,19,1,2,13,5,0,0,0,0,1,0,0,0,8,6,1,7,0,4,49,22,1,0,1,0,0,0,0,34,8,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,19,1,2,13,6,0,0,0,0,1,0,0,0,8,6,1,7,0,4,49,22,1,0,1,0,0,0,0,34,8,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,19,1,2,13,6,0,0,0,0,1,0,0,0,8,6,1,7,0,4,49,22,1,0,1,0,0,0,0,34,8,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,2,0,22,0,0,0,0,0,0,0,0,0,22,1,14,0,0,9,6,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,5,0,16,0,0,0,0,0,0,0,0,0,17,1,12,0,0,16,6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,2,0,26,0,0,0,0,0,0,0,0,0,21,1,5,0,1,14,4,0,0,0,0,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,24,1,35,7,5,29,11,1,1,0,0,2,0,0,0,16,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,false
0,0,9,8,25,12,0,0,0,0,0,0,0,0,14,22,1,49,14,20,190,31,18,4,13,0,80,0,0,25,14,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,9,8,20,9,0,0,0,0,0,0,0,0,14,16,1,33,12,17,147,29,15,0,9,0,0,0,0,20,13,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,9,8,25,12,0,0,0,0,0,0,0,0,14,22,1,42,14,20,187,30,18,4,13,0,0,0,0,25,14,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,13,8,33,15,0,0,0,0,0,0,0,0,18,40,1,48,18,32,247,34,23,0,19,0,0,0,0,34,22,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,9,1,13,0,4,7,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,1,5,1,20,0,0,0,0,1,0,0,0,1,34,1,34,2,24,79,10,7,4,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,2,0,70,0,0,0,0,0,0,0,0,0,35,1,33,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,0,0,4,0,2,0,0,0,0,1,0,0,0,0,3,1,6,2,0,10,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,5,2,6,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,33,0,31,0,1,0,0,0,0,0,0,0,0,0,50,1,89,0,6,201,12,39,1,3,10,10,1,0,0,20,0,0,0,13,1,0,81,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
4,28,0,4,0,0,0,0,0,0,0,0,0,0,0,35,1,27,0,6,39,0,0,0,0,2,2,1,0,0,11,0,0,0,0,1,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,14,0,5,0,1,0,0,0,0,0,0,0,0,0,19,1,35,0,5,67,8,10,1,3,10,10,1,0,0,6,0,0,0,1,1,0,51,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
4,10,0,4,0,0,0,0,0,0,0,0,0,0,0,14,1,12,0,6,20,0,0,0,0,2,2,1,0,0,2,0,0,0,0,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,2,76,14,37,0,0,0,0,0,0,0,0,6,98,1,48,0,9,92,78,0,0,0,31,14,441,0,18,63,0,0,15,53,441,0,631,24,0,0,0,0,0,0,0,42,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,true
0,157,0,151,79,37,0,546,0,0,0,0,0,0,0,216,1,385,79,0,478,154,195,0,79,62,32,1,0,0,112,0,0,18,101,1,0,1011,48,79,3,0,0,0,3,3,0,0,0,26,3,0,7,7,3,0,0,0,0,0,0,0,4,0,0,true
81,0,2,76,14,37,0,0,0,0,0,0,0,0,6,98,1,48,0,10,4,69,0,0,1,60,28,431,0,18,63,0,0,15,53,431,0,641,48,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,true
0,1,2,76,15,37,0,0,0,0,0,0,0,0,6,98,1,48,0,11,3,67,0,0,0,60,28,431,0,18,63,0,0,15,53,431,0,601,48,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,true
0,0,0,61,0,21,0,0,0,0,0,0,0,0,0,60,1,40,0,6,46,38,0,0,0,25,0,11,0,1,50,0,0,0,45,11,0,301,20,0,0,0,0,0,0,0,22,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,75,0,115,37,21,0,262,0,0,0,0,0,0,0,112,1,189,37,0,166,80,95,0,37,50,0,1,0,0,83,0,0,0,83,1,0,431,40,37,3,0,0,0,3,3,0,0,0,20,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,true
40,0,0,59,1,21,0,0,0,0,0,0,0,0,0,60,1,38,0,7,4,34,0,0,1,50,0,1,0,1,50,0,0,0,43,1,0,311,40,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,61,1,21,0,0,0,0,0,0,0,0,0,60,1,40,0,8,3,32,0,0,0,50,0,1,0,1,50,0,0,0,45,1,0,271,40,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
16,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,1,9,12,3,79,7,0,27,11,0,0,0,0,0,2,0,0,0,1,0,0,471,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,3,30,15,12,0,0,0,0,0,0,0,0,6,17,1,16,0,3,36,42,0,0,0,8,1,521,0,24,14,0,0,15,19,521,0,301,0,0,0,0,0,0,0,0,14,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,67,0,55,33,12,0,220,0,0,0,0,0,0,0,32,1,129,33,0,158,61,78,0,33,12,2,1,0,0,26,0,0,18,33,1,0,441,0,33,3,0,0,0,3,3,0,0,0,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,true
36,0,3,30,15,12,0,0,0,0,0,0,0,0,6,17,1,16,0,4,4,33,0,0,1,14,2,511,0,24,14,0,0,15,19,511,0,311,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,3,30,16,12,0,0,0,0,0,0,0,0,6,17,1,16,0,5,3,31,0,0,0,14,2,511,0,24,14,0,0,15,19,511,0,271,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,17,0,7,0,0,0,0,0,0,0,0,0,8,1,11,0,0,10,14,0,0,0,4,0,11,0,1,6,0,0,0,14,11,0,121,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,21,0,29,10,7,0,72,0,0,0,0,0,0,0,16,1,50,10,0,47,22,27,0,10,8,0,1,0,0,11,0,0,0,23,1,0,151,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
13,0,0,17,1,7,0,0,0,0,0,0,0,0,0,8,1,11,0,1,4,10,0,0,1,8,0,1,0,1,6,0,0,0,14,1,0,131,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,17,1,7,0,0,0,0,0,0,0,0,0,8,1,11,0,2,3,8,0,0,0,8,0,1,0,1,6,0,0,0,14,1,0,91,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,249,356,410,113,0,0,0,0,0,180,0,233,326,819,1,132,0,162,3,559,0,0,0,1020,0,15491,0,468,547,0,0,324,132,15491,0,10191,676,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
496,0,249,357,412,113,0,0,0,0,0,180,0,233,326,820,1,132,0,163,4,563,0,0,1,1360,0,15481,0,468,555,0,0,325,132,15481,0,10211,843,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,19,45,40,16,0,0,0,0,0,0,0,9,22,38,1,25,0,10,0,41,0,0,0,60,0,1561,0,45,26,0,0,20,25,1561,0,1081,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
62,0,19,46,46,16,0,0,0,0,0,0,0,9,22,39,1,25,0,11,1,45,0,0,1,80,0,1571,0,45,34,0,0,21,25,1571,0,1111,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,2,0,3,0,5,0,0,0,0,0,0,0,0,0,6,1,1,2,3,9,6,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,91,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,51,1,7,5,0,0,0,0,0,1,0,0,0,2,85,1,81,0,14,244,10,0,1,3,14,14,11,0,2,17,0,0,0,0,11,0,131,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
