@relation 'tomcat-weka.filters.unsupervised.attribute.Remove-V-R8-9,15,18,21,24,35,45,53,60,72,74,80,100-101,107,120,154-155,249,298,322,350,365,435,446,450,458,501,512,727,733,790,809,829,860,881,888,913,928,981,1024,1034,1086,1108,1111,1203,1220,1330,1389,1447,1521,1546,1550,1586,1653,1832,1836-1837,1839,1841,1864,1871,1877,1879,1887,1899,1977,2009,2016,2035,2050,2065,2074,2132,2189,2244,2270,2360,2538,2540,2576,2693,2799,2838,2881,3038,3104,3298,3459,3630,3801,3881,4038,4211,4327,4362,4475,4498,4601,4629,4705,4866,4885,5145,5457,5868,5878,6260,7819,7882,8107,8602,9379,9533,9575,9634,9648,9651,9657,10492,10864,12316,12937,13190,13469,13610,13976,14634,14695,15068,15251,18399,18542,18613,19126,19668,20608,20881,21205,21427,23286,23826,24707,30398,31840'

@attribute AvgLineComment numeric
@attribute CountDeclClass numeric
@attribute CountDeclMethod numeric
@attribute CountDeclMethodProtected numeric
@attribute CountLineBlank numeric
@attribute CountLineCodeExe numeric
@attribute SumCyclomatic numeric
@attribute 2StepReach numeric
@attribute Constraint numeric
@attribute outFarness numeric
@attribute s1 numeric
@attribute s3 numeric
@attribute s9 numeric
@attribute s29 numeric
@attribute s30 numeric
@attribute s36 numeric
@attribute s49 numeric
@attribute s83 numeric
@attribute s84 numeric
@attribute s178 numeric
@attribute s227 numeric
@attribute s251 numeric
@attribute s279 numeric
@attribute s294 numeric
@attribute s364 numeric
@attribute s375 numeric
@attribute s379 numeric
@attribute s387 numeric
@attribute s430 numeric
@attribute s441 numeric
@attribute s656 numeric
@attribute s662 numeric
@attribute s719 numeric
@attribute s738 numeric
@attribute s758 numeric
@attribute s789 numeric
@attribute s810 numeric
@attribute s817 numeric
@attribute s842 numeric
@attribute s857 numeric
@attribute s910 numeric
@attribute s953 numeric
@attribute s963 numeric
@attribute s1015 numeric
@attribute s1037 numeric
@attribute s1040 numeric
@attribute s1132 numeric
@attribute s1149 numeric
@attribute s1259 numeric
@attribute s1318 numeric
@attribute s1376 numeric
@attribute s1450 numeric
@attribute s1475 numeric
@attribute s1479 numeric
@attribute s1515 numeric
@attribute s1582 numeric
@attribute s1761 numeric
@attribute s1765 numeric
@attribute s1766 numeric
@attribute s1768 numeric
@attribute s1770 numeric
@attribute s1793 numeric
@attribute s1800 numeric
@attribute s1806 numeric
@attribute s1808 numeric
@attribute s1816 numeric
@attribute s1828 numeric
@attribute s1906 numeric
@attribute s1938 numeric
@attribute s1945 numeric
@attribute s1964 numeric
@attribute s1979 numeric
@attribute s1994 numeric
@attribute s2003 numeric
@attribute s2061 numeric
@attribute s2118 numeric
@attribute s2173 numeric
@attribute s2199 numeric
@attribute s2289 numeric
@attribute s2467 numeric
@attribute s2469 numeric
@attribute s2505 numeric
@attribute s2622 numeric
@attribute s2728 numeric
@attribute s2767 numeric
@attribute s2810 numeric
@attribute s2967 numeric
@attribute s3033 numeric
@attribute s3227 numeric
@attribute s3388 numeric
@attribute s3559 numeric
@attribute s3730 numeric
@attribute s3810 numeric
@attribute s3967 numeric
@attribute s4140 numeric
@attribute s4256 numeric
@attribute s4291 numeric
@attribute s4404 numeric
@attribute s4427 numeric
@attribute s4530 numeric
@attribute s4558 numeric
@attribute s4634 numeric
@attribute s4795 numeric
@attribute s4814 numeric
@attribute s5074 numeric
@attribute s5386 numeric
@attribute s5797 numeric
@attribute s5807 numeric
@attribute s6189 numeric
@attribute s7748 numeric
@attribute s7811 numeric
@attribute s8036 numeric
@attribute s8531 numeric
@attribute s9308 numeric
@attribute s9462 numeric
@attribute s9504 numeric
@attribute s9563 numeric
@attribute s9577 numeric
@attribute s9580 numeric
@attribute s9586 numeric
@attribute s10421 numeric
@attribute s10793 numeric
@attribute s12245 numeric
@attribute s12866 numeric
@attribute s13119 numeric
@attribute s13398 numeric
@attribute s13539 numeric
@attribute s13905 numeric
@attribute s14563 numeric
@attribute s14624 numeric
@attribute s14997 numeric
@attribute s15180 numeric
@attribute s18328 numeric
@attribute s18471 numeric
@attribute s18542 numeric
@attribute s19055 numeric
@attribute s19597 numeric
@attribute s20537 numeric
@attribute s20810 numeric
@attribute s21134 numeric
@attribute s21356 numeric
@attribute s23215 numeric
@attribute s23755 numeric
@attribute s24636 numeric
@attribute s30327 numeric
@attribute change_prone {false,true}

@data
1,2,5,0,24,72,21,0.202327,0.5,3910506,1,121,1,0,0,121,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,10,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
6,1,7,1,71,172,45,36.823471,0.046907,2864680,13,1161,1,2,0,1161,0,13,1,0,3,3,0,0,0,0,5,0,0,1,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,1,2,5,0,0,0,3,0,0,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,1,39,6,181,267,96,31.815882,0.057128,2864036,14,1211,1,0,0,1211,0,5,0,0,2,4,0,1,0,0,14,2,0,2,2,5,2,3,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,1,17,0,1,0,4,0,8,0,2,0,0,3,3,1,1,0,0,0,0,0,0,0,0,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,5,0,10,11,8,8.801214,0.29437,2864839,1,251,1,0,0,251,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,26,5,123,202,78,28.275164,0.065255,2864969,11,2201,2,0,0,2201,0,3,1,0,0,19,0,0,1,0,11,0,0,2,4,110,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,1,0,0,0,4,0,10,0,0,5,3,1,9,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,81,5,388,661,194,37.835102,0.035826,2864230,16,1261,1,0,0,1261,0,20,6,1,4,52,7,3,0,6,19,7,0,4,5,3,1,15,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,63,0,1,2,22,0,9,0,15,0,0,15,1,0,15,0,0,0,0,0,0,0,2,0,0,10,1,1,0,0,0,1,0,2,0,0,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,true
0,1,5,0,31,11,7,9.812848,0.300362,2864620,1,121,1,0,0,121,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,1,11,1,60,278,71,35.963581,0.049075,2864351,14,1151,1,0,1,1151,0,3,0,0,0,0,0,2,0,0,20,0,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,3,0,0,0,26,0,0,11,3,1,25,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,false
0,1,5,0,19,9,5,3.388973,0.522355,3910506,211,121,1,0,0,121,0,3,0,0,0,6,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,9,0,49,29,12,16.641377,0.093974,3880871,221,131,1,0,0,131,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,12,0,41,75,29,17.34952,0.072108,3878894,221,131,1,0,0,131,0,1,0,0,2,14,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,52,6,238,417,138,33.23217,0.04284,2864925,114,1291,1,0,1,1291,0,8,0,0,0,94,0,24,0,0,19,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,35,0,1,1,2,0,7,0,24,0,0,4,3,1,23,0,0,0,0,0,0,0,8,0,0,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,16,0,37,66,39,12.392514,0.086258,3898647,211,121,1,0,0,131,0,2,0,0,0,19,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,12,0,11,0,0,0,0,1,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,20,0,97,107,54,12.190187,0.092015,3880871,221,131,1,0,0,131,0,3,0,0,0,14,0,1,0,0,0,81,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,5,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,1,24,0,148,299,107,31.765301,0.059285,3865068,221,141,1,0,0,141,0,6,0,0,0,14,0,3,0,0,0,251,0,1,0,0,1,22,0,0,0,0,0,0,0,0,5,0,1,20,0,3,0,1,62,0,1,2,13,0,15,0,7,0,0,4,3,1,6,5,1,0,0,0,0,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
4,1,3,0,25,113,38,16.337885,0.503453,3902600,121,161,1,0,0,161,0,1,0,0,2,19,0,0,0,0,8,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,15,0,0,6,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,3,57,18,115,571,223,19.221043,0.092472,3867025,1121,1141,1,0,0,1141,0,8,3,1,4,2,0,1,0,0,27,0,0,1,2,1,1,34,0,1,0,0,0,0,6,0,13,0,1,0,2,15,0,1,18,0,0,4,24,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,9,2,22,33,18,18.917551,0.143513,3867031,141,151,1,0,0,151,0,2,0,0,0,7,0,0,0,0,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,6,1,92,330,78,18.86697,0.166236,3867038,151,191,1,0,0,191,0,5,0,0,0,9,0,0,0,0,3,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,141,0,250,228,169,19.17046,0.106333,3867030,121,151,1,0,2,151,0,3,1,0,2,2,0,2,0,0,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,37,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,4,41,0,54,143,56,1.618614,0.5,3910506,111,121,1,0,0,121,0,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,0,1,0,0,0,0,8,0,10,0,2,0,0,2,2,1,0,0,0,1,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,14,0,25,29,17,2.68083,0.160668,3867037,121,131,1,0,0,131,0,7,0,0,7,9,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,22,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,4,43,0,57,164,65,1.568032,1,3910506,111,121,1,0,0,121,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,1,0,0,0,0,8,0,18,0,0,0,0,1,2,1,0,0,0,1,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,105,0,114,1,105,3.439555,0.121732,3867057,1171,1161,1,0,0,1161,0,23,5,0,37,17,0,5,0,14,0,0,0,2,5,0,1,70,0,2,0,0,0,3,4,0,8,0,0,0,0,5,4,1,49,0,0,0,53,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,3,129,1,227,309,173,19.069298,0.117576,3867037,111,141,1,0,0,141,0,2,1,0,0,20,0,0,0,0,14,0,0,1,0,0,1,10,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,1,63,0,0,5,60,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,37,2,76,252,108,18.86697,0.125324,3867024,141,171,1,0,0,171,0,3,9,0,16,1,1,0,0,1,8,0,0,2,2,0,1,29,0,0,0,0,0,0,2,0,6,0,0,0,0,2,0,1,27,0,0,6,19,0,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,2,0,5,2,2,1.820941,0.411483,3867047,221,141,1,0,0,141,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,8,3,14,33,11,2.326758,0.183294,3865061,141,151,1,1,0,151,0,1,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,3,31,0,0,0,0,0,1,11,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,2,12,6,20,78,36,17.04603,0.228944,3863097,121,151,1,0,1,151,0,1,3,0,5,26,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6,31,0,0,0,0,0,1,24,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,8,4,14,22,11,1.669196,0.207953,3861111,151,161,1,0,0,161,0,1,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,8,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,2,33,4,50,174,52,17.905918,0.181219,3861102,141,171,1,0,0,171,0,1,1,0,3,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,1,33,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,21,6,49,121,49,17.905918,0.169999,3857148,141,171,1,0,0,171,0,1,0,0,1,7,0,0,0,0,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,1,27,0,0,0,3,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,2,19,1,36,114,42,2.326758,0.230273,3861106,141,151,1,0,0,151,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,1,27,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,3,21,5,30,116,44,16.944866,0.201374,3863097,111,141,1,0,1,141,0,1,1,0,0,4,0,0,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,11,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,3,0,8,18,9,17.70359,0.198209,3863081,131,161,1,0,0,161,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,124,0,182,174,134,18.462317,0.174645,3867030,181,1111,1,0,0,1111,0,1,0,0,5,4,0,0,0,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,0,0,49,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,0,21,7,0,1.112797,1,3910506,1,121,1,0,0,121,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,3,72,11,384,1087,368,25.74608,0.057326,2865181,14,1241,11,0,1,1241,1,16,7,1,11,138,0,16,3,3,48,13,0,4,1,0,11,51,0,1,1,0,0,2,0,0,20,0,6,46,0,17,9,4,67,0,1,10,36,0,10,6,47,0,1,17,3,1,46,7,0,0,0,0,0,1,3,0,0,6,28,0,2,1,0,5,1,0,1,0,0,0,0,20,5,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,1,30,4,133,228,82,34.243805,0.06012,2865016,13,1191,1,0,0,1191,0,1,0,0,0,11,0,0,0,0,6,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,6,0,0,3,0,2,0,1,27,0,1,0,10,0,4,0,5,0,0,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
